"","USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","IIncome","IGender","IEducationLevel","IHouseholdStatus"
"619",3161,1966,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","","No","","No","No","No","Public","No","No","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Own","Pessimist","Mom","Yes","","","","","","","","","Yes","No","Yes","Yes","Yes","Yes","$100,001 - $150,000","Male","Bachelor's Degree","Married (w/kids)"
"620",3164,1983,"Female","$50,000 - $74,999","Married (no kids)","Current Undergraduate","No","Yes","No","No","No","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","No","No","Circumstances","No","Yes","No","Yes","No","TMI","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","Online","Yes","No","No","No","Grrr people","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","Yes","No","$50,000 - $74,999","Female","Current Undergraduate","Married (no kids)"
"621",3166,1993,"Female","","Single (no kids)","Current Undergraduate","","","","","","","","","Yes","Yes","No","Yes","Yes","Yes","Art","Study first","Yes","No","Yes","No","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$25,001 - $50,000","Female","Current Undergraduate","Single (no kids)"
"622",3170,1980,"Female","over $150,000","Single (no kids)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","over $150,000","Female","Master's Degree","Single (no kids)"
"623",3172,1973,"Male","$100,001 - $150,000","Single (no kids)","Doctoral Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","No","No","TMI","No","No","Tunes","People","No","No","Yes","No","Yes","Demanding","No","","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Own","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","Yes","No","No","No","No","Yes","No","No","Yes","$100,001 - $150,000","Male","Doctoral Degree","Single (no kids)"
"624",3174,1992,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","","","No","Yes","","","","Yes","Yes","Yes","","","Yes","No","Science","Try first","","","","","","Yes","","","","No","","Standard hours","","","","","","","","Yes","End","Yes","","","","","","","","","No","","Tunes","Technology","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","Yes","","Rent","","","","","","Yes","","","","","No","","","Only-child","","","Yes","$25,001 - $50,000","Male","Current Undergraduate","Single (no kids)"
"625",3183,1995,"Male","under $25,000","Single (no kids)","High School Diploma","Yes","No","No","No","Yes","Yes","Public","Yes","No","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","Yes","No","Receiving","Yes","Yes","Idealist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","No","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","No","Grrr people","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","Rent","Pessimist","Dad","No","Yes","Yes","No","Check!","No","Yes","No","Yes","No","No","Yes","No","No","No","under $25,000","Male","High School Diploma","Single (no kids)"
"626",3192,1980,"Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","Yes","Receiving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Talk","People","No","No","No","Yes","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","No","Rent","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","No","Yes","No","Yes","No","No","No","$75,000 - $100,000","Male","Associate's Degree","Married (w/kids)"
"627",3197,1995,"Male","over $150,000","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","Cool headed","Standard hours","No","Happy","Yes","Yes","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","over $150,000","Male","Current K-12","Single (no kids)"
"628",3201,1995,"Male","$50,000 - $74,999","Single (no kids)","High School Diploma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","No","P.M.","Yes","Start","No","No","Me","Yes","No","No","Yes","No","TMI","No","Yes","Tunes","People","Yes","Yes","No","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","Yes","Space","Yes","In-person","No","No","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","No","No","No","No","Yes","No","Yes","Yes","Yes","No","$50,000 - $74,999","Male","High School Diploma","Single (no kids)"
"629",3202,1980,"Female","over $150,000","Single (no kids)","Bachelor's Degree","","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","End","No","No","Me","No","No","No","Yes","Yes","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","Yes","Online","No","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","over $150,000","Female","Bachelor's Degree","Single (no kids)"
"630",3214,1961,"","over $150,000","Married (no kids)","","","","","","","","","","","","","","","","","","","","Yes","","Giving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","over $150,000","Female","Bachelor's Degree","Married (no kids)"
"631",3223,1991,"Male","under $25,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mysterious","","","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","","Yes","Yes!","No","Space","Yes","Online","Yes","No","","","","","","","","","","","","","","","No","","","","","","","","Nope","Yes","","","","","No","","","","","under $25,000","Male","Current Undergraduate","Single (no kids)"
"632",3227,1960,"Male","$100,001 - $150,000","Single (no kids)","","No","","","Yes","","Yes","Public","No","Yes","No","No","No","No","Yes","","Study first","Yes","No","No","Yes","","Yes","Yes","Pragmatist","No","","","Standard hours","Yes","","","Yes","No","","P.M.","Yes","","Yes","Yes","Circumstances","","Yes","No","Yes","Yes","","No","No","Talk","Technology","No","Yes","Yes","","Yes","Supportive","No","Mac","Yes","","No","","","","No","In-person","No","Yes","Yes","","Yay people!","Yes","Yes","","No","No","Yes","Yes","No","No","No","No","No","Rent","Pessimist","Dad","","Yes","Yes","","Check!","Yes","Yes","No","Yes","No","Yes","Yes","No","No","","$100,001 - $150,000","Male","Master's Degree","Single (no kids)"
"633",3230,1985,"Female","$50,000 - $74,999","Married (w/kids)","Associate's Degree","","","No","Yes","No","No","Public","","","","","No","","","","","","","","","","","","","","","","Standard hours","","","","","Yes","Yes","A.M.","","","","","","","No","No","No","","","Yes","","","","No","","","No","Yes","","","","Yes","Risk-friendly","","","No","","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","","","No","","","Yes","","","","","No","","","","","","","","","Yes","","","","","Yes","$50,000 - $74,999","Female","Associate's Degree","Married (w/kids)"
"634",3237,1984,"Female","$25,001 - $50,000","Single (no kids)","","No","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","","","No","Happy","Yes","No","Yes","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","","No","No","TMI","No","No","Tunes","People","Yes","No","Yes","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","No","","No","","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","Own","Pessimist","Dad","Yes","No","No","Yes","Nope","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","$25,001 - $50,000","Female","Bachelor's Degree","Single (no kids)"
"635",3245,1978,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Yes","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","No","Yes","Receiving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","Yes","TMI","No","Yes","Talk","People","Yes","Yes","No","Yes","No","Supportive","Yes","Mac","Yes","Cautious","No","Yes!","No","Socialize","Yes","Online","Yes","Yes","No","No","Grrr people","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","$50,000 - $74,999","Male","Bachelor's Degree","Married (w/kids)"
"636",3248,1972,"Female","","Domestic Partners (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$100,001 - $150,000","Female","Bachelor's Degree","Domestic Partners (w/kids)"
"637",3249,1995,"Male","$75,000 - $100,000","","High School Diploma","Yes","Yes","","No","No","No","Private","No","Yes","Yes","Yes","No","Yes","Yes","Science","Try first","No","Yes","No","No","Receiving","No","Yes","Pragmatist","No","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$75,000 - $100,000","Male","High School Diploma","Single (no kids)"
"638",3253,1993,"Female","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Yes","Yes","No","No","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","","Giving","No","No","Pragmatist","No","No","Hot headed","Odd hours","No","","Yes","Yes","No","No","A.M.","Yes","End","No","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","No","PC","","Cautious","Yes","","Yes","","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","No","No","Yes","Yes","Yes","No","","","","","Own","","","Yes","","","","Check!","Yes","No","No","Yes","","","Yes","No","No","Yes","$25,001 - $50,000","Female","Current Undergraduate","Single (no kids)"
"639",3254,1968,"Male","$50,000 - $74,999","Married (w/kids)","Associate's Degree","No","Yes","No","Yes","No","No","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Try first","No","No","Yes","No","Receiving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","No","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","People","No","No","Yes","No","No","Demanding","No","Mac","No","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","No","Grrr people","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","$50,000 - $74,999","Male","Associate's Degree","Married (w/kids)"
"640",3267,1996,"Female","$100,001 - $150,000","","","","","","","","","","","No","No","","","Yes","Yes","Art","Try first","No","Yes","","Yes","Receiving","No","Yes","","","","","Standard hours","","","","","","","","","","","","","","Yes","No","No","No","Mysterious","No","No","Tunes","Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$100,001 - $150,000","Female","Current K-12","Single (no kids)"
"641",3271,1996,"Male","under $25,000","Married (no kids)","Current K-12","","","No","No","Yes","Yes","Public","Yes","No","No","No","No","Yes","Yes","Science","Study first","No","No","Yes","Yes","Receiving","Yes","No","Idealist","No","No","Cool headed","","","","","No","No","Yes","A.M.","Yes","Start","Yes","No","Me","Yes","No","No","","No","Mysterious","No","","Tunes","Technology","No","No","Yes","Yes","No","Demanding","","PC","Yes","Cautious","Yes","","","","","","","","Yes","Yes","Grrr people","","","Yes","","","No","Yes","","Yes","","Yes","","","","","","No","No","Yes","Nope","Yes","No","No","Yes","","","Yes","Yes","No","Yes","under $25,000","Male","Current K-12","Married (no kids)"
"642",3277,1942,"Female","under $25,000","Single (no kids)","High School Diploma","No","No","No","No","No","No","Public","No","No","No","No","No","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","Idealist","Yes","No","Cool headed","","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","","Me","Yes","No","Yes","No","No","Mysterious","No","Yes","Talk","Technology","Yes","No","Yes","No","No","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Space","Yes","","No","Yes","Yes","Yes","Grrr people","No","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Own","Optimist","Mom","Yes","Yes","No","No","Check!","Yes","","Yes","Yes","Yes","No","Only-child","No","Yes","No","under $25,000","Female","High School Diploma","Single (no kids)"
"643",3292,1974,"Male","$100,001 - $150,000","Married (w/kids)","High School Diploma","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","No","No","Giving","No","Yes","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","Start","No","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","No","Yes","Yes","No","Grrr people","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","No","Check!","Yes","No","No","Yes","No","No","Yes","No","No","No","$100,001 - $150,000","Male","High School Diploma","Married (w/kids)"
"644",3293,1996,"Male","over $150,000","Single (no kids)","Current K-12","","Yes","Yes","No","Yes","No","Public","","No","No","","No","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","","Yes","Yes","Pragmatist","","Yes","","Standard hours","","Right","Yes","Yes","Yes","No","P.M.","","","Yes","No","Me","","Yes","Yes","","Yes","TMI","No","Yes","","People","No","Yes","Yes","Yes","Yes","Supportive","Yes","PC","Yes","","Yes","Yes!","No","Socialize","Yes","","No","No","Yes","Yes","","","","Yes","","","Yes","No","Yes","","No","No","Yes","Own","","","","No","Yes","Yes","","","","No","No","Yes","Yes","Yes","Yes","No","Yes","over $150,000","Male","Current K-12","Single (no kids)"
"645",3298,1977,"Female","$50,000 - $74,999","Single (w/kids)","Associate's Degree","","Yes","No","Yes","Yes","Yes","Public","No","","","Yes","No","No","Yes","Science","Study first","Yes","No","Yes","Yes","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","No","Me","No","Yes","Yes","","Yes","TMI","Yes","No","Tunes","Technology","Yes","No","Yes","No","No","Supportive","Yes","PC","Yes","Cautious","No","Umm...","Yes","Space","No","","No","","","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Only-child","No","Yes","No","$50,000 - $74,999","Female","Associate's Degree","Single (w/kids)"
"646",3302,1999,"Male","","","","No","","","","Yes","Yes","Private","","No","No","Yes","No","","Yes","Science","","","","No","","Receiving","","Yes","Pragmatist","No","Yes","","","","","","","","","","No","","Yes","No","","Yes","Yes","Yes","Yes","","TMI","No","No","Tunes","Technology","No","","Yes","","","Demanding","Yes","PC","Yes","Cautious","Yes","","Yes","Socialize","No","Online","Yes","No","Yes","","","No","","","Yes","","Yes","Yes","","No","","","Yes","","Pessimist","","No","","","","Nope","No","No","No","No","No","Yes","Only-child","No","No","Yes","$75,000 - $100,000","Male","Current Undergraduate","Single (no kids)"
"647",3304,1966,"Male","$25,001 - $50,000","Married (w/kids)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","No","P.M.","Yes","Start","Yes","","","Yes","Yes","Yes","Yes","Yes","Mysterious","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","$25,001 - $50,000","Male","Bachelor's Degree","Married (w/kids)"
"648",3310,1967,"Male","over $150,000","Married (w/kids)","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","Me","No","No","","","","Mysterious","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","over $150,000","Male","Bachelor's Degree","Married (w/kids)"
"649",3311,1959,"Male","$100,001 - $150,000","Married (w/kids)","High School Diploma","No","Yes","No","Yes","Yes","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Me","Yes","No","Yes","No","No","TMI","No","Yes","Talk","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","$100,001 - $150,000","Male","High School Diploma","Married (w/kids)"
"650",3313,1981,"Female","$50,000 - $74,999","Married (w/kids)","","","Yes","No","No","","","","Yes","Yes","","Yes","","No","Yes","","Study first","","","No","Yes","Receiving","Yes","No","","No","","Cool headed","Odd hours","Yes","Happy","","Yes","","No","","Yes","Start","Yes","Yes","Circumstances","No","No","No","Yes","Yes","","","","","Technology","Yes","","Yes","No","","","","","Yes","","No","Yes!","No","Space","No","","","No","","","","","","","","","","No","No","","No","No","No","Own","","Mom","","Yes","Yes","Yes","","Yes","","","Yes","","Yes","","","Yes","","$50,000 - $74,999","Female","Bachelor's Degree","Married (w/kids)"
"651",3317,1979,"Male","$25,001 - $50,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Start","Yes","Yes","Circumstances","","","","","","","","","","","","No","No","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","No","No","No","Yes","No","No","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","$25,001 - $50,000","Male","Bachelor's Degree","Married (w/kids)"
"652",3322,1994,"Female","under $25,000","Single (no kids)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","End","Yes","No","Me","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","under $25,000","Female","Current Undergraduate","Single (no kids)"
"653",3326,1981,"Female","$100,001 - $150,000","Married (w/kids)","","","","No","Yes","No","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","No","No","Receiving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","","","","","Circumstances","","No","Yes","","No","Mysterious","Yes","No","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","","","","","","","","","","","Yes","$100,001 - $150,000","Female","Bachelor's Degree","Married (w/kids)"
"654",3334,1988,"Female","under $25,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","No","Private","No","Yes","Yes","Yes","Yes","Yes","Yes","Art","Study first","No","No","No","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","No","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Talk","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","No","Grrr people","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","under $25,000","Female","Current Undergraduate","Single (no kids)"
"655",3335,1968,"Male","over $150,000","Married (w/kids)","Master's Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","No","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","Yes","Tunes","Technology","Yes","Yes","No","Yes","Yes","Demanding","No","Mac","Yes","Risk-friendly","Yes","Umm...","No","Space","Yes","Online","No","No","No","No","Grrr people","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Own","Optimist","Mom","No","No","No","","Check!","Yes","No","Yes","Yes","","Yes","Yes","Yes","","Yes","over $150,000","Male","Master's Degree","Married (w/kids)"
"656",3343,1975,"Male","$50,000 - $74,999","Married (w/kids)","Master's Degree","","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","No","No","No","Receiving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","No","Yes","Mysterious","No","No","Tunes","People","No","No","No","Yes","Yes","Demanding","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","No","No","Yes","Grrr people","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","$50,000 - $74,999","Male","Master's Degree","Married (w/kids)"
"657",3347,2003,"Female","under $25,000","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","Hot headed","Standard hours","","","","Yes","","","P.M.","","","","No","","","","","","","","","","","","","","","Yes","","","","","","","","","","","Yes","","","No","Yes","Yes","","","","Yes","","","No","","","","","","","","","","","","","","","","","","","","","","","","","under $25,000","Female","Current K-12","Single (no kids)"
"658",3353,1990,"Female","under $25,000","Single (no kids)","Associate's Degree","","","","","","","","","","","Yes","Yes","No","Yes","Art","Try first","Yes","","Yes","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","No","Me","No","No","No","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","No","No","under $25,000","Female","Associate's Degree","Single (no kids)"
"659",3357,1968,"Male","$75,000 - $100,000","Married (w/kids)","","","Yes","","","","","","No","","","No","Yes","No","Yes","Art","","","","","","","","","","","","","","","","","","","","","Yes","","Yes","Yes","","No","Yes","No","No","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$75,000 - $100,000","Male","Associate's Degree","Married (w/kids)"
"660",3359,1994,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","","","No","","No","Yes","","","","","No","","","","","Try first","","No","","","","","Yes","","No","","","","","","","Yes","No","","P.M.","No","","Yes","No","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","No","","","","Yes","","","","","","","","","","Yes","","","","","","","","","Yes","","Yes","","Yes","No","No","","No","No","","","","No","$75,000 - $100,000","Male","Current Undergraduate","Single (no kids)"
"661",3368,1991,"Male","","","Current Undergraduate","No","No","No","No","No","No","Public","No","Yes","No","No","No","","","","","","","","","","","","","","","","","No","","","No","No","No","P.M.","Yes","End","No","","Me","Yes","Yes","No","Yes","No","","","","","","","","","","","","","","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","No","","","No","","","","","","","","","Yes","No","No","Yes","No","","","","No","No","No","Yes","Check!","No","No","No","Yes","","","Yes","No","","","under $25,000","Male","Current Undergraduate","Single (no kids)"
