"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","IIncome","IGender","IEducationLevel","IHouseholdStatus","Q98197113181","HasIncome","HasGender","HasHouseholdStatus","HasEducationLevel"
2979,1966,"Female","$50,000 - $74,999","Married (w/kids)","High School Diploma","Republican","","","","","","","","","","","","","","","","","","","","","","","Yes","Idealist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","Yes","No","No","No","P.M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$50,000 - $74,999","Female","High School Diploma","Married (w/kids)","",1,1,1,1
2980,1995,"Male","under $25,000","Single (no kids)","Current Undergraduate","Democrat","","Yes","No","No","No","No","Public","No","Yes","Yes","No","No","Yes","Yes","Art","Try first","No","No","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Right","No","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","People","No","No","Yes","Yes","No","","No","PC","No","Risk-friendly","Yes","Yes!","No","Space","No","In-person","No","","","","","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","No","No","No","No","No","No","Yes","Yes","No","No","under $25,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
2984,1998,"Male","under $25,000","Single (no kids)","Current K-12","Democrat","","","","","","Yes","Public","","","","","Yes","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","under $25,000","Male","Current K-12","Single (no kids)","",1,1,1,1
2986,2000,"Female","","Single (no kids)","Current K-12","Democrat","No","No","No","No","No","No","Private","No","No","No","","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","TMI","No","No","Tunes","People","","No","No","No","No","Supportive","Yes","PC","","Risk-friendly","No","","No","","Yes","Online","No","No","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","Yes","","No","","Yes","Yes","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","No","No","No","No","","","Yes","No","Yes","No","under $25,000","Female","Current K-12","Single (no kids)","Yes",0,1,1,1
2987,1990,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Democrat","","","","","","Yes","Public","","Yes","No","","","Yes","Yes","Art","Study first","","Yes","","","Receiving","","","","","","","","","","","","No","Yes","P.M.","Yes","","Yes","No","Circumstances","Yes","Yes","No","No","No","Mysterious","Yes","No","Tunes","Technology","","","","","","","","Mac","Yes","","","","","","","","","","","","","","","","","Yes","No","","","","Yes","No","No","","","","No","Yes","No","Yes","Check!","No","No","No","Yes","No","No","Yes","Yes","No","","under $25,000","Male","Bachelor's Degree","Single (no kids)","No",1,1,1,1
2988,1992,"Female","","Single (no kids)","","Republican","","","","","Yes","Yes","Public","Yes","Yes","Yes","No","Yes","No","Yes","Art","","No","Yes","","Yes","Giving","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","Yes","","","","","","","","","No","","","","","","","","","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","$50,000 - $74,999","Female","Current Undergraduate","Single (no kids)","",0,1,1,0
2991,1994,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","Democrat","","Yes","","","","","","","No","No","No","Yes","No","Yes","Science","Study first","No","","No","Yes","Receiving","No","","","","","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","","","","","","","Yes","No","","","","No","No","","","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","","","","","","","","","","Yes","","Yay people!","","No","Yes","","","Yes","","No","No","No","Yes","No","Own","Pessimist","","No","No","No","Yes","Nope","No","","No","No","No","Yes","Yes","No","No","Yes","$50,000 - $74,999","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
2992,1984,"Male","","Domestic Partners (w/kids)","High School Diploma","Democrat","","No","No","Yes","No","No","Public","Yes","Yes","No","Yes","No","No","Yes","Art","Study first","No","No","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","No","Right","Yes","No","No","Yes","","Yes","","Yes","No","","Yes","","","","","","","","","","","No","Yes","No","","Demanding","Yes","","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","No","No","Grrr people","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Rent","","","","No","No","Yes","Nope","No","No","No","Yes","Yes","No","Yes","Yes","No","No","$25,001 - $50,000","Male","High School Diploma","Domestic Partners (w/kids)","No",0,1,1,1
2993,1951,"Male","$75,000 - $100,000","Single (no kids)","","Democrat","","","","","","","","No","Yes","No","No","Yes","Yes","Yes","","Study first","Yes","","","No","","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","","No","Start","Yes","No","","No","Yes","No","Yes","Yes","","No","Yes","Talk","","Yes","No","Yes","","No","Demanding","No","Mac","Yes","Risk-friendly","Yes","","Yes","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Own","Optimist","Mom","Yes","No","No","Yes","Nope","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","","$75,000 - $100,000","Male","Current Undergraduate","Single (no kids)","Yes",1,1,1,0
2994,1996,"Female","$100,001 - $150,000","Single (no kids)","","Democrat","","No","","","","","","Yes","","No","No","No","","Yes","Art","Study first","","","Yes","","","Yes","","Idealist","","","","Standard hours","No","","Yes","No","No","Yes","A.M.","","","","","","","","No","","No","TMI","","","Tunes","","No","No","No","Yes","Yes","Supportive","No","Mac","","","Yes","Yes!","","Socialize","Yes","","","","","","","No","","","","","","","","","","","No","Own","","","","","","","Check!","Yes","No","No","Yes","","","","","","Yes","$100,001 - $150,000","Female","Doctoral Degree","Single (no kids)","No",1,1,1,0
2995,1971,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","No","No","No","Yes","Science","Try first","Yes","No","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","No","Yes","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","No","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","No","Grrr people","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","$100,001 - $150,000","Male","Bachelor's Degree","Married (w/kids)","No",1,1,1,1
2996,1944,"Female","$50,000 - $74,999","Married (no kids)","","Republican","","No","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Art","","No","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Odd hours","Yes","Happy","Yes","No","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","Yes","","No","No","Talk","People","","","","","","Supportive","No","PC","No","","","","","","","","","Yes","Yes","","Yay people!","Yes","No","No","Yes","No","No","Yes","No","","No","","","Own","Optimist","Dad","No","Yes","Yes","No","Check!","Yes","No","No","Yes","","","Yes","Yes","Yes","No","$50,000 - $74,999","Female","Bachelor's Degree","Married (no kids)","Yes",1,1,1,0
2997,1988,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Democrat","","Yes","No","Yes","No","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","No","No","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","PC","No","Cautious","No","Umm...","No","Socialize","No","Online","Yes","Yes","No","No","Grrr people","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Check!","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","under $25,000","Male","Bachelor's Degree","Single (no kids)","No",1,1,1,1
2998,1973,"Female","$50,000 - $74,999","Married (w/kids)","Associate's Degree","Democrat","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Yes","Yes","No","Yes","Yes","No","","$50,000 - $74,999","Female","Associate's Degree","Married (w/kids)","No",1,1,1,1
2999,1953,"Male","$100,001 - $150,000","Married (w/kids)","Doctoral Degree","Republican","No","No","No","No","No","Yes","Private","No","Yes","No","No","No","Yes","Yes","Science","Try first","Yes","No","No","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","No","Yes","No","No","Yes","TMI","No","No","Talk","Technology","No","Yes","Yes","Yes","No","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","No","Yes","Yes","Yay people!","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","$100,001 - $150,000","Male","Doctoral Degree","Married (w/kids)","No",1,1,1,1
3000,1963,"Male","","Married (w/kids)","Bachelor's Degree","Republican","","","","","","","","","","","","","","","","","","","","","","","No","Pragmatist","Yes","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","","P.M.","No","","","Yes","","","","","","","","","","","","Yes","Yes","Yes","Yes","","Supportive","No","Mac","Yes","Cautious","No","","","","","","","","No","Yes","Grrr people","","","","","","","","","","Yes","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","","$25,001 - $50,000","Male","Bachelor's Degree","Married (w/kids)","Yes",0,1,1,1
3001,1996,"Male","","","Current K-12","Republican","Yes","No","No","No","Yes","Yes","Private","","No","No","Yes","Yes","","","Science","","","","Yes","","","No","Yes","Pragmatist","Yes","No","Cool headed","Standard hours","No","Right","Yes","Yes","","","P.M.","","End","","Yes","Me","Yes","Yes","","No","Yes","Mysterious","","Yes","Tunes","","Yes","Yes","Yes","","Yes","Supportive","Yes","PC","No","Cautious","No","Umm...","","Space","Yes","In-person","No","","Yes","Yes","Grrr people","Yes","","","","","Yes","Yes","","Yes","","","","","Pessimist","","","","","","","","","","Yes","","","","","","","under $25,000","Male","Current K-12","Married (w/kids)","Yes",0,1,0,1
3002,1998,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Republican","Yes","Yes","No","Yes","Yes","Yes","Public","No","No","No","Yes","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","No","Receiving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Risk-friendly","No","Umm...","Yes","Space","No","In-person","No","No","No","No","Grrr people","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Own","Optimist","","No","No","No","","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","$100,001 - $150,000","Male","Current K-12","Single (no kids)","Yes",1,1,1,1
3004,1970,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Republican","","","No","","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","No","","","","","","","","","","","","","","","","No","No","No","No","TMI","Yes","No","Talk","People","Yes","","","","","","","","","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","Yes","No","","Yes","No","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","Yes","No","No","Check!","Yes","No","No","No","Yes","No","Only-child","No","No","No","over $150,000","Male","Bachelor's Degree","Married (w/kids)","WTF",1,1,1,1
3005,1972,"Male","","Single (no kids)","","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$75,000 - $100,000","Male","High School Diploma","Single (no kids)","",0,1,1,0
3006,1983,"Male","","Single (no kids)","Associate's Degree","Democrat","","","","Yes","Yes","No","Private","","","","Yes","No","","Yes","Science","Study first","No","No","No","No","","","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Talk","People","Yes","No","Yes","Yes","No","Demanding","Yes","Mac","Yes","Cautious","No","Umm...","Yes","Space","Yes","In-person","Yes","No","","Yes","Grrr people","Yes","No","Yes","Yes","","No","No","Yes","","No","No","No","Own","Pessimist","Mom","Yes","No","No","No","Check!","No","No","No","Yes","","","Only-child","Yes","","Yes","over $150,000","Male","Associate's Degree","Single (no kids)","Yes",0,1,1,1
3007,1968,"Male","over $150,000","Married (w/kids)","Master's Degree","Republican","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","Yes","No","No","Yes","No","TMI","Yes","Yes","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","over $150,000","Male","Master's Degree","Married (w/kids)","Yes",1,1,1,1
3008,1978,"Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","Republican","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","Yes","Yes","","Yes","","","","","","No","No","Tunes","Technology","No","No","Yes","Yes","No","Supportive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$100,001 - $150,000","Male","Bachelor's Degree","Married (no kids)","No",1,1,1,1
3009,1985,"Male","$25,001 - $50,000","Married (no kids)","Current Undergraduate","Republican","","","","","Yes","No","Public","Yes","No","No","Yes","No","Yes","Yes","Art","Try first","No","No","No","No","Giving","","","","","","Cool headed","Odd hours","Yes","Right","No","Yes","No","No","P.M.","Yes","Start","No","No","Circumstances","No","Yes","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","Yes","No","","","","","","","","","Yes","No","No","No","Yes","No","No","Rent","Pessimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","","","","No","$25,001 - $50,000","Male","Current Undergraduate","Married (no kids)","",1,1,1,1
3010,1983,"Female","$25,001 - $50,000","Domestic Partners (no kids)","Master's Degree","Republican","","","","","","","","Yes","Yes","No","No","Yes","Yes","Yes","Art","Try first","Yes","Yes","","","","","","","","","","","Yes","","","Yes","Yes","Yes","A.M.","Yes","","No","No","Me","Yes","No","No","Yes","No","Mysterious","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Yes","Yes","No","","$25,001 - $50,000","Female","Master's Degree","Domestic Partners (no kids)","No",1,1,1,1
3011,1944,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Republican","No","Yes","","","No","No","Public","No","No","No","No","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Me","No","","","","No","","No","Yes","Tunes","Technology","No","No","Yes","Yes","","","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","No","Grrr people","Yes","No","No","Yes","No","No","No","","Yes","Yes","No","No","Own","Pessimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","No","No","Only-child","No","No","No","$50,000 - $74,999","Male","Bachelor's Degree","Married (w/kids)","No",1,1,1,1
3012,1992,"Female","under $25,000","Single (no kids)","Current Undergraduate","Republican","","","Yes","Yes","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","No","Art","Try first","Yes","No","Yes","No","Giving","Yes","","","","","","","","","","","","","P.M.","No","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","","Yes","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","No","Yes","No","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","No","","","","","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Only-child","Yes","Yes","No","under $25,000","Female","Current Undergraduate","Single (no kids)","Yes",1,1,1,1
3013,1972,"Female","under $25,000","Single (no kids)","Current Undergraduate","Democrat","No","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","No","Yes","Giving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","No","No","Circumstances","Yes","No","No","Yes","Yes","Mysterious","No","Yes","Tunes","Technology","No","Yes","Yes","","Yes","Demanding","No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","under $25,000","Female","Current Undergraduate","Single (no kids)","No",1,1,1,1
3014,1997,"Male","under $25,000","Single (no kids)","Current K-12","Democrat","Yes","Yes","No","Yes","No","No","Private","No","Yes","No","Yes","Yes","Yes","Yes","Art","Try first","No","Yes","Yes","Yes","Receiving","Yes","Yes","Pragmatist","No","No","Hot headed","Odd hours","Yes","Right","Yes","No","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","Yes","Yes","Tunes","Technology","Yes","No","Yes","No","No","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","under $25,000","Male","Current K-12","Single (no kids)","Yes",1,1,1,1
3015,1975,"Male","$50,000 - $74,999","Single (w/kids)","High School Diploma","Democrat","","","","","","","","","Yes","No","Yes","","","","","","","","","","","Yes","No","","","","","","","","","","","","P.M.","Yes","","Yes","Yes","","","","No","Yes","","","","","","","","Yes","Yes","","","","","","","","","","","","Yes","","","","","","","Yes","Yes","No","","","","","","","","","","Own","","","","Yes","","","Nope","No","","","","Yes","","","","","Yes","$50,000 - $74,999","Male","High School Diploma","Single (w/kids)","",1,1,1,1
3016,1980,"Male","$50,000 - $74,999","Domestic Partners (w/kids)","Current Undergraduate","Democrat","Yes","Yes","No","Yes","Yes","No","Public","No","No","No","Yes","No","No","No","Art","","","Yes","Yes","No","Giving","Yes","Yes","","Yes","No","","Odd hours","No","","No","No","No","No","P.M.","Yes","End","Yes","No","Me","No","Yes","Yes","","No","TMI","No","","Tunes","People","No","No","Yes","","Yes","Supportive","No","Mac","Yes","Risk-friendly","Yes","","No","","","In-person","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","Rent","","Dad","","Yes","No","Yes","","Yes","No","No","Yes","No","No","Yes","No","No","","$50,000 - $74,999","Male","Current Undergraduate","Domestic Partners (w/kids)","No",1,1,1,1
3017,1995,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","Tunes","Technology","No","","","","","","","","","","","","","","","","","","","Yes","Grrr people","","No","","Yes","","","","","","","","","","Pessimist","","No","No","","","","","No","Yes","No","","","","","","","$50,000 - $74,999","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
3018,2001,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","Democrat","No","No","No","","No","No","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Try first","Yes","Yes","No","No","Receiving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","No","Yes","Yes","Yes","TMI","No","No","Talk","People","No","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Risk-friendly","Yes","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","No","No","No","No","No","Yes","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","$75,000 - $100,000","Male","Current K-12","Single (no kids)","No",1,1,1,1
3019,1997,"Male","over $150,000","Single (no kids)","Current K-12","Republican","Yes","Yes","No","No","Yes","No","Public","Yes","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","","End","Yes","Yes","","Yes","Yes","Yes","Yes","No","TMI","No","No","","Technology","No","","Yes","","Yes","Supportive","No","Mac","","Risk-friendly","No","Umm...","","Space","Yes","In-person","No","No","No","","Grrr people","Yes","No","No","No","No","No","","","Yes","No","No","No","Own","Pessimist","Dad","Yes","No","No","No","","","No","No","Yes","Yes","Yes","Yes","No","No","Yes","over $150,000","Male","Current K-12","Single (no kids)","No",1,1,1,1
3021,1996,"Male","","Single (no kids)","Current K-12","Republican","","No","No","No","Yes","No","Public","No","No","No","Yes","","Yes","Yes","","Study first","Yes","Yes","No","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","No","No","No","A.M.","Yes","Start","Yes","No","Me","No","","Yes","Yes","No","","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","No","","No","Yes!","No","Space","Yes","","No","No","","No","Yay people!","No","No","Yes","","","","Yes","Yes","No","No","Yes","No","Rent","Pessimist","Dad","No","No","Yes","","Nope","No","","No","No","Yes","","","No","No","Yes","$25,001 - $50,000","Male","Current K-12","Single (no kids)","No",0,1,1,1
3023,1994,"Female","under $25,000","Single (no kids)","Current Undergraduate","Democrat","","","","","No","Yes","Public","Yes","No","No","","Yes","No","Yes","Science","Try first","","","Yes","No","Giving","No","Yes","","No","","Cool headed","Odd hours","No","Happy","","No","No","Yes","P.M.","Yes","Start","Yes","No","","Yes","Yes","No","","Yes","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","Yes","PC","","Cautious","","","No","","No","In-person","No","No","Yes","","","No","No","Yes","No","No","No","","Yes","","No","Yes","","Rent","Pessimist","Dad","No","Yes","","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","under $25,000","Female","Current Undergraduate","Single (no kids)","No",1,1,1,1
3024,1981,"Male","$100,001 - $150,000","Single (no kids)","High School Diploma","Republican","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","TMI","Yes","No","","","","","","","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","","Space","No","In-person","No","No","Yes","Yes","Yay people!","No","Yes","No","No","Yes","Yes","Yes","","","","","No","","Optimist","Mom","Yes","No","No","Yes","Nope","Yes","No","No","","","","","","","","$100,001 - $150,000","Male","High School Diploma","Single (no kids)","",1,1,1,1
3025,1996,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Democrat","","Yes","No","No","Yes","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Try first","No","Yes","No","","Giving","","","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","No","No","Yes","P.M.","No","End","Yes","No","Circumstances","Yes","","","No","Yes","TMI","No","No","","","","","","No","No","Demanding","No","Mac","","","","Umm...","No","Space","Yes","In-person","No","No","Yes","No","Yay people!","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Mom","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","No","","$100,001 - $150,000","Male","Current K-12","Single (no kids)","No",1,1,1,1
3026,1992,"Male","under $25,000","Single (no kids)","Current Undergraduate","Democrat","No","No","No","No","No","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Try first","No","No","Yes","No","Receiving","No","Yes","Pragmatist","No","No","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","Yes","End","Yes","Yes","Circumstances","No","No","Yes","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Risk-friendly","Yes","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Rent","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","under $25,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
3027,1975,"Female","$100,001 - $150,000","Single (no kids)","","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","Yes","TMI","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$100,001 - $150,000","Female","High School Diploma","Single (no kids)","",1,1,1,0
