"USER_ID","Income","Gender","HouseholdStatus","EducationLevel","Q109244","Q114152","Q115611","Q118232","Q98197","Q116953","Q117193"
2656,"$75,000 - $100,000","Female","Single (no kids)","Current Undergraduate","Yes","","","Idealist","Yes","Yes","Standard hours"
2669,"$25,001 - $50,000","Female","Single (w/kids)","","","","No","","","",""
2679,"$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
2681,"$75,000 - $100,000","Male","Single (no kids)","Current Undergraduate","Yes","Yes","No","Idealist","No","No","Odd hours"
2682,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","Idealist","No","Yes","Standard hours"
2683,"under $25,000","Male","Single (w/kids)","","No","Yes","Yes","Idealist","No","No","Standard hours"
2684,"$75,000 - $100,000","Male","Married (w/kids)","Current Undergraduate","No","Yes","","","No","",""
2685,"$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","No","No","No","Pragmatist","No","Yes","Odd hours"
2695,"","Male","Single (no kids)","Current Undergraduate","","","","","","","Odd hours"
2701,"$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","Yes","","No","","No","",""
2702,"$100,001 - $150,000","Male","Single (w/kids)","Bachelor's Degree","No","Yes","No","Idealist","Yes","No","Standard hours"
2709,"$50,000 - $74,999","Female","Single (no kids)","High School Diploma","","","No","Idealist","Yes","No","Odd hours"
2713,"$100,001 - $150,000","Male","Married (no kids)","Doctoral Degree","No","No","Yes","Idealist","No","Yes","Standard hours"
2715,"$75,000 - $100,000","Male","Single (no kids)","","","","No","","","No","Odd hours"
2728,"$100,001 - $150,000","Male","Married (w/kids)","Current Undergraduate","No","","","","","","Odd hours"
2733,"","Male","","","","","","","","",""
2738,"","Female","Married (no kids)","","","","No","","","",""
2746,"$50,000 - $74,999","Male","Single (no kids)","","Yes","Yes","No","Idealist","","No","Standard hours"
2748,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
2752,"","Male","Married (w/kids)","","No","No","Yes","Pragmatist","Yes","Yes","Odd hours"
2753,"over $150,000","Male","Single (w/kids)","Master's Degree","No","No","","","Yes","",""
2758,"$75,000 - $100,000","Male","Single (no kids)","High School Diploma","","","","","","",""
2772,"$100,001 - $150,000","Male","Single (no kids)","Bachelor's Degree","","No","","","No","",""
2800,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
2801,"$25,001 - $50,000","Male","Married (no kids)","Associate's Degree","No","No","No","","No","","Odd hours"
2802,"$25,001 - $50,000","Male","Domestic Partners (no kids)","Master's Degree","No","No","No","","No","No","Odd hours"
2805,"over $150,000","Male","Domestic Partners (no kids)","","","","No","","","","Standard hours"
2814,"$100,001 - $150,000","Male","Married (w/kids)","","","Yes","","","","",""
2816,"$100,001 - $150,000","Female","Single (w/kids)","Bachelor's Degree","","No","Yes","","","",""
2827,"","Female","Single (no kids)","","Yes","No","No","Pragmatist","No","Yes","Odd hours"
2831,"under $25,000","Female","Married (w/kids)","High School Diploma","No","No","Yes","Pragmatist","","Yes","Standard hours"
2832,"$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","","","No","","","",""
2845,"$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","","No","","","","No","Odd hours"
2849,"$25,001 - $50,000","Female","Married (w/kids)","Master's Degree","","","","","","","Odd hours"
2856,"$75,000 - $100,000","Male","Single (w/kids)","","","No","","","","",""
2861,"$50,000 - $74,999","Male","Single (no kids)","High School Diploma","","","","","","",""
2862,"$25,001 - $50,000","Male","Married (w/kids)","High School Diploma","No","No","No","Idealist","No","No","Odd hours"
2869,"$100,001 - $150,000","Female","Married (w/kids)","","","","","Idealist","","Yes","Standard hours"
2880,"over $150,000","Female","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","","No","Odd hours"
2881,"$50,000 - $74,999","Male","Married (no kids)","Bachelor's Degree","Yes","","No","","No","No","Odd hours"
2884,"over $150,000","Male","Domestic Partners (no kids)","","","","","","","",""
2887,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","","No","","Yes","Yes","Standard hours"
2895,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Idealist","No","Yes","Standard hours"
2897,"$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","","","","","","Yes","Odd hours"
2898,"$75,000 - $100,000","Male","Single (no kids)","Master's Degree","","","","","","",""
2903,"$50,000 - $74,999","Male","Single (no kids)","","","","Yes","","No","No",""
2904,"$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","","No","Yes","","","",""
2906,"$100,001 - $150,000","Female","Married (no kids)","Doctoral Degree","No","Yes","","","Yes","Yes","Standard hours"
2911,"$25,001 - $50,000","Female","Single (no kids)","","","No","","","Yes","",""
2913,"$75,000 - $100,000","Female","Single (no kids)","Current K-12","Yes","No","No","Pragmatist","No","Yes","Odd hours"
2916,"$25,001 - $50,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","Yes","Odd hours"
2922,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","","","","","",""
2930,"$25,001 - $50,000","Female","Domestic Partners (no kids)","","","","","","","",""
2933,"under $25,000","Female","Single (no kids)","High School Diploma","","","No","Pragmatist","","Yes","Odd hours"
2938,"$50,000 - $74,999","Female","","Current Undergraduate","No","","","","Yes","",""
2944,"$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","","","","","","",""
2945,"","Male","","","","","","","Yes","Yes",""
2948,"over $150,000","Male","Married (no kids)","Master's Degree","","","No","","","",""
2950,"under $25,000","Male","Single (no kids)","Associate's Degree","No","Yes","Yes","Idealist","No","No","Odd hours"
2958,"$25,001 - $50,000","Female","Single (no kids)","High School Diploma","","","","","","",""
2965,"$50,000 - $74,999","Male","Single (no kids)","High School Diploma","No","No","Yes","Idealist","No","Yes","Odd hours"
2966,"$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
2970,"$25,001 - $50,000","Male","Married (w/kids)","Current Undergraduate","","","","","No","",""
2973,"$75,000 - $100,000","Male","Single (w/kids)","Current Undergraduate","","No","No","","","No","Odd hours"
2978,"$75,000 - $100,000","Male","Married (w/kids)","","","","","","","",""
2981,"$25,001 - $50,000","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","Idealist","Yes","No","Standard hours"
2982,"$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","","No","Yes","Standard hours"
2983,"over $150,000","Female","Single (w/kids)","Master's Degree","Yes","Yes","No","Idealist","No","Yes","Standard hours"
2985,"$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
2989,"under $25,000","Male","Single (no kids)","High School Diploma","No","No","No","","No","Yes","Odd hours"
2990,"","Male","","Current K-12","No","No","No","Idealist","No","","Standard hours"
3003,"$50,000 - $74,999","Female","Married (no kids)","Master's Degree","No","","","Pragmatist","Yes","Yes",""
3020,"under $25,000","Female","Single (no kids)","Current K-12","No","No","No","Idealist","No","No","Standard hours"
3022,"$100,001 - $150,000","Male","Married (w/kids)","Associate's Degree","No","Yes","Yes","Pragmatist","Yes","No","Standard hours"
3035,"","Male","Single (no kids)","","No","Yes","Yes","Idealist","No","No","Standard hours"
3039,"$50,000 - $74,999","Male","Married (no kids)","Associate's Degree","No","Yes","Yes","Idealist","No","Yes","Odd hours"
3042,"over $150,000","Female","Married (w/kids)","High School Diploma","Yes","Yes","Yes","Idealist","Yes","Yes","Standard hours"
3045,"over $150,000","Male","Married (no kids)","Bachelor's Degree","","","","","","",""
3049,"over $150,000","Male","Single (w/kids)","Bachelor's Degree","No","No","No","Idealist","No","Yes","Odd hours"
3058,"over $150,000","Male","Domestic Partners (no kids)","Master's Degree","Yes","No","Yes","Idealist","No","No",""
3061,"$50,000 - $74,999","Male","Single (w/kids)","Associate's Degree","No","No","Yes","Pragmatist","Yes","No","Odd hours"
3064,"$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","","","Yes","","","Yes","Standard hours"
3073,"$100,001 - $150,000","Male","Married (w/kids)","","","","","Idealist","","Yes","Standard hours"
3074,"$100,001 - $150,000","Male","Domestic Partners (no kids)","High School Diploma","No","","","Pragmatist","","No","Standard hours"
3077,"","Male","Single (no kids)","Current K-12","","","","","","",""
3091,"under $25,000","Female","Single (no kids)","","","","No","","","Yes","Odd hours"
3096,"$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","","","","Pragmatist","","","Standard hours"
3100,"over $150,000","Female","Married (w/kids)","","No","No","No","","No","No","Odd hours"
3101,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","No","No","Idealist","No","No","Odd hours"
3107,"$25,001 - $50,000","Female","Single (no kids)","","No","No","","Pragmatist","No","",""
3124,"under $25,000","Female","Single (w/kids)","Current Undergraduate","Yes","No","No","Idealist","No","Yes","Standard hours"
3129,"under $25,000","Female","Single (no kids)","Associate's Degree","","No","No","","","",""
3138,"$75,000 - $100,000","Male","Single (no kids)","High School Diploma","No","","","Pragmatist","","No",""
3139,"$50,000 - $74,999","","Single (no kids)","Bachelor's Degree","","No","No","Pragmatist","No","Yes","Standard hours"
3161,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","","","","","Yes","",""
3164,"$50,000 - $74,999","Female","Married (no kids)","Current Undergraduate","Yes","Yes","No","Idealist","Yes","Yes","Standard hours"
3166,"","Female","Single (no kids)","Current Undergraduate","","","","","","",""
3170,"over $150,000","Female","Single (no kids)","","","","","","","",""
3172,"$100,001 - $150,000","Male","Single (no kids)","Doctoral Degree","No","No","No","Idealist","No","Yes","Standard hours"
3174,"$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","","","","","","","Standard hours"
3183,"under $25,000","Male","Single (no kids)","High School Diploma","No","Yes","No","Idealist","No","Yes","Standard hours"
3192,"$75,000 - $100,000","Male","Married (w/kids)","Associate's Degree","No","No","Yes","Pragmatist","No","Yes","Odd hours"
3197,"over $150,000","Male","Single (no kids)","Current K-12","","","","","","Yes","Standard hours"
3201,"$50,000 - $74,999","Male","Single (no kids)","High School Diploma","No","Yes","No","","Yes","",""
3202,"over $150,000","Female","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
3214,"over $150,000","","Married (no kids)","","","","","","","",""
3223,"under $25,000","Male","Single (no kids)","Current Undergraduate","Yes","","","","","",""
3227,"$100,001 - $150,000","Male","Single (no kids)","","No","No","Yes","Pragmatist","No","","Standard hours"
3230,"$50,000 - $74,999","Female","Married (w/kids)","Associate's Degree","","","","","","","Standard hours"
3237,"$25,001 - $50,000","Female","Single (no kids)","","No","No","Yes","Pragmatist","Yes","Yes",""
3245,"$50,000 - $74,999","Male","Married (w/kids)","Bachelor's Degree","No","Yes","No","Pragmatist","No","Yes","Standard hours"
3248,"","Female","Domestic Partners (w/kids)","Bachelor's Degree","No","","","","","",""
3249,"$75,000 - $100,000","Male","","High School Diploma","","","","Pragmatist","","",""
3253,"$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","Yes","Yes","No","Pragmatist","No","Yes","Odd hours"
3254,"$50,000 - $74,999","Male","Married (w/kids)","Associate's Degree","No","No","Yes","Pragmatist","No","No","Standard hours"
3267,"$100,001 - $150,000","Female","","","","No","","","","","Standard hours"
3271,"under $25,000","Male","Married (no kids)","Current K-12","Yes","","No","Idealist","No","",""
3277,"under $25,000","Female","Single (no kids)","High School Diploma","No","Yes","","Idealist","Yes","Yes",""
3292,"$100,001 - $150,000","Male","Married (w/kids)","High School Diploma","No","No","No","Pragmatist","No","Yes","Standard hours"
3293,"over $150,000","Male","Single (no kids)","Current K-12","Yes","Yes","No","Pragmatist","No","Yes","Standard hours"
3298,"$50,000 - $74,999","Female","Single (w/kids)","Associate's Degree","No","No","No","Idealist","Yes","Yes","Standard hours"
3302,"","Male","","","Yes","No","No","Pragmatist","No","",""
3304,"$25,001 - $50,000","Male","Married (w/kids)","","","No","","","","",""
3310,"over $150,000","Male","Married (w/kids)","","","No","","","","",""
3311,"$100,001 - $150,000","Male","Married (w/kids)","High School Diploma","No","Yes","No","Idealist","Yes","Yes","Standard hours"
3313,"$50,000 - $74,999","Female","Married (w/kids)","","No","","Yes","","Yes","","Odd hours"
3317,"$25,001 - $50,000","Male","Married (w/kids)","Bachelor's Degree","No","","Yes","","Yes","",""
3322,"under $25,000","Female","Single (no kids)","","","","No","","","",""
3326,"$100,001 - $150,000","Female","Married (w/kids)","","No","No","","Pragmatist","","Yes","Standard hours"
3334,"under $25,000","Female","Single (no kids)","Current Undergraduate","No","No","No","Idealist","No","Yes","Odd hours"
3335,"over $150,000","Male","Married (w/kids)","Master's Degree","Yes","Yes","No","Idealist","","No","Odd hours"
3343,"$50,000 - $74,999","Male","Married (w/kids)","Master's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
3347,"under $25,000","Female","Single (no kids)","Current K-12","","","No","","","","Standard hours"
3353,"under $25,000","Female","Single (no kids)","Associate's Degree","No","No","No","Pragmatist","No","Yes","Odd hours"
3357,"$75,000 - $100,000","Male","Married (w/kids)","","","","Yes","","","",""
3359,"$75,000 - $100,000","Male","Single (no kids)","Current Undergraduate","","","No","","","",""
3368,"","Male","","Current Undergraduate","Yes","","","","","",""
3369,"under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Idealist","No","No","Odd hours"
3372,"$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
3376,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","","Yes","","","","",""
3382,"$50,000 - $74,999","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","Idealist","Yes","Yes","Odd hours"
3392,"","Female","Domestic Partners (no kids)","Doctoral Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
3394,"over $150,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Idealist","No","No","Odd hours"
3395,"$75,000 - $100,000","Male","Married (w/kids)","","No","No","Yes","Pragmatist","No","Yes","Odd hours"
3412,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","","Yes","",""
3416,"$75,000 - $100,000","Male","Single (no kids)","Master's Degree","","","No","Idealist","","Yes","Odd hours"
3424,"under $25,000","Female","Married (w/kids)","Bachelor's Degree","No","","Yes","Pragmatist","Yes","Yes","Odd hours"
3428,"$50,000 - $74,999","Male","Married (w/kids)","Associate's Degree","No","Yes","","Pragmatist","Yes","Yes","Odd hours"
3446,"$100,001 - $150,000","Male","Single (no kids)","Current K-12","","No","","Pragmatist","No","",""
3451,"$25,001 - $50,000","Female","Single (w/kids)","","No","","No","Pragmatist","Yes","",""
3454,"$100,001 - $150,000","Male","Single (no kids)","Current K-12","No","No","No","","No","Yes","Standard hours"
3455,"under $25,000","Male","Single (no kids)","Current Undergraduate","","No","","Pragmatist","","",""
3465,"$50,000 - $74,999","Female","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Idealist","Yes","Yes","Odd hours"
3466,"under $25,000","Male","Single (no kids)","Bachelor's Degree","","","","","Yes","",""
3480,"$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","","","Yes","","","",""
3484,"$75,000 - $100,000","Male","Single (no kids)","Current K-12","No","No","No","","Yes","No","Standard hours"
3486,"under $25,000","Male","Domestic Partners (w/kids)","Current Undergraduate","No","","","","","",""
3490,"under $25,000","Male","Single (no kids)","Current Undergraduate","No","","Yes","","","","Standard hours"
3492,"$25,001 - $50,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","Yes","No","Standard hours"
3496,"$25,001 - $50,000","Female","Domestic Partners (w/kids)","High School Diploma","","","No","","No","No",""
3497,"$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","","","","Pragmatist","","No","Standard hours"
3505,"under $25,000","Male","Single (no kids)","High School Diploma","No","","","","No","",""
3511,"$50,000 - $74,999","","Married (no kids)","High School Diploma","No","No","Yes","Idealist","Yes","Yes","Standard hours"
3513,"over $150,000","Male","Married (w/kids)","","","","Yes","","Yes","Yes","Standard hours"
3515,"over $150,000","Male","Single (no kids)","Current Undergraduate","No","No","No","","No","","Odd hours"
3516,"$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","Yes","No","Yes","Idealist","No","Yes","Standard hours"
3517,"under $25,000","Male","Single (no kids)","Current K-12","","No","No","","","",""
3519,"under $25,000","Female","Single (no kids)","Associate's Degree","No","","No","Idealist","","Yes","Odd hours"
3520,"","Female","Single (no kids)","Current K-12","No","No","No","Pragmatist","Yes","Yes","Standard hours"
3521,"under $25,000","Male","Single (no kids)","Current K-12","No","No","No","Pragmatist","Yes","Yes","Odd hours"
3535,"under $25,000","Female","Single (w/kids)","High School Diploma","No","No","No","Pragmatist","Yes","No","Odd hours"
3537,"under $25,000","Male","Single (no kids)","Current Undergraduate","Yes","No","No","Pragmatist","No","Yes","Standard hours"
3543,"$75,000 - $100,000","Female","Single (no kids)","","No","No","Yes","Pragmatist","","Yes","Standard hours"
3550,"under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","No","","No","Yes","Standard hours"
3552,"$50,000 - $74,999","Male","Married (no kids)","Master's Degree","","No","Yes","Idealist","Yes","Yes","Odd hours"
3554,"under $25,000","Male","Single (no kids)","Associate's Degree","Yes","No","No","Idealist","No","No","Standard hours"
3560,"under $25,000","Female","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","Yes","Standard hours"
3563,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Idealist","No","Yes","Standard hours"
3572,"$100,001 - $150,000","Male","Married (no kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","Yes","No","Standard hours"
3574,"under $25,000","Male","Single (no kids)","Current Undergraduate","","","No","","","","Odd hours"
3580,"$50,000 - $74,999","Male","Married (no kids)","Bachelor's Degree","No","Yes","Yes","","","","Odd hours"
3583,"$25,001 - $50,000","Female","Married (w/kids)","","No","No","Yes","","No","",""
3586,"$25,001 - $50,000","Male","Single (no kids)","Associate's Degree","Yes","No","No","Pragmatist","No","","Standard hours"
3588,"under $25,000","Female","Single (no kids)","Current Undergraduate","No","No","Yes","Idealist","No","Yes","Odd hours"
3590,"under $25,000","Male","Single (no kids)","Master's Degree","No","Yes","Yes","","Yes","",""
3598,"$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","","","","","","",""
3607,"$75,000 - $100,000","Male","Single (no kids)","","No","Yes","","Pragmatist","","","Standard hours"
3613,"$25,001 - $50,000","Female","Married (w/kids)","Current Undergraduate","No","No","Yes","","No","No","Odd hours"
3623,"$75,000 - $100,000","Male","Single (no kids)","Bachelor's Degree","No","","Yes","","No","",""
3631,"$75,000 - $100,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","Yes","Standard hours"
3639,"over $150,000","Female","Married (w/kids)","","Yes","Yes","No","Pragmatist","","Yes","Standard hours"
3654,"$100,001 - $150,000","Female","Single (no kids)","Current K-12","No","No","Yes","Idealist","Yes","Yes","Standard hours"
3656,"$100,001 - $150,000","Female","Single (w/kids)","","Yes","Yes","No","Pragmatist","Yes","Yes","Standard hours"
3663,"under $25,000","Male","Married (w/kids)","High School Diploma","No","No","Yes","Idealist","Yes","Yes","Standard hours"
3673,"","Male","Single (no kids)","","No","","","Pragmatist","Yes","",""
3681,"$75,000 - $100,000","Female","Married (w/kids)","","","","No","","","No",""
3683,"under $25,000","Female","Single (no kids)","Current Undergraduate","Yes","No","No","Idealist","No","Yes","Odd hours"
3687,"$100,001 - $150,000","Female","Single (no kids)","","","","","Pragmatist","No","",""
3688,"under $25,000","Male","Single (no kids)","High School Diploma","No","Yes","No","Idealist","","Yes","Standard hours"
3690,"$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","No","No","","Idealist","","",""
3691,"under $25,000","Female","Single (no kids)","Current K-12","","No","No","Pragmatist","No","Yes",""
3693,"under $25,000","Male","Single (no kids)","Bachelor's Degree","No","No","","","No","",""
3703,"under $25,000","Female","Single (no kids)","High School Diploma","","","","","","",""
3710,"under $25,000","Female","Single (no kids)","Bachelor's Degree","Yes","No","No","Idealist","No","Yes","Odd hours"
3713,"$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","","","","","","","Odd hours"
3718,"$100,001 - $150,000","Male","Married (w/kids)","High School Diploma","","","","","","",""
3719,"$25,001 - $50,000","Female","Married (no kids)","High School Diploma","Yes","No","Yes","Pragmatist","Yes","",""
3720,"$50,000 - $74,999","Male","","Current Undergraduate","No","No","No","","No","",""
3727,"under $25,000","Male","Single (no kids)","High School Diploma","No","Yes","No","Pragmatist","Yes","No","Odd hours"
3728,"under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Pragmatist","","Yes","Standard hours"
3734,"$50,000 - $74,999","Male","Married (w/kids)","","No","No","No","Idealist","No","",""
3742,"over $150,000","Male","Married (w/kids)","","","","","Pragmatist","","Yes","Odd hours"
3749,"over $150,000","Male","Married (w/kids)","Master's Degree","","","","","","",""
3753,"$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","No","No","","","No","",""
3760,"$25,001 - $50,000","Female","Single (w/kids)","Bachelor's Degree","","","","","","",""
3762,"$25,001 - $50,000","Male","Single (no kids)","","","","","","","",""
3768,"$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","Yes","Yes","No","Pragmatist","No","",""
3770,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
3781,"under $25,000","Male","Single (no kids)","Current K-12","","","","","","",""
3783,"$50,000 - $74,999","Female","Single (w/kids)","Master's Degree","","","","","","",""
3789,"under $25,000","Male","Single (no kids)","High School Diploma","No","No","No","Idealist","","Yes","Odd hours"
3790,"$25,001 - $50,000","Male","Domestic Partners (no kids)","Current Undergraduate","","No","","Idealist","Yes","",""
3791,"","Male","Married (no kids)","","","","","","","",""
3800,"$25,001 - $50,000","Female","Single (no kids)","High School Diploma","No","","No","","Yes","Yes",""
3801,"$100,001 - $150,000","Male","Married (no kids)","Master's Degree","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
3808,"$50,000 - $74,999","Male","Married (w/kids)","Associate's Degree","No","","","","","",""
3810,"","Female","Single (no kids)","","No","No","Yes","","Yes","No",""
3817,"$100,001 - $150,000","Male","Married (w/kids)","","No","No","Yes","Idealist","Yes","No","Standard hours"
3819,"$25,001 - $50,000","Female","Single (no kids)","Associate's Degree","Yes","No","Yes","Pragmatist","No","No","Odd hours"
3827,"under $25,000","Male","Single (no kids)","","","","","","","",""
3829,"$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","Yes","Yes","Odd hours"
3833,"$25,001 - $50,000","Male","Married (no kids)","High School Diploma","No","No","","Pragmatist","","No","Standard hours"
3836,"under $25,000","Male","Single (no kids)","Current Undergraduate","","No","No","Idealist","No","Yes","Odd hours"
3842,"$100,001 - $150,000","Male","Single (w/kids)","High School Diploma","","No","","","","",""
3843,"","Male","Single (no kids)","","","","","","","",""
3845,"","Male","","Current K-12","No","No","No","Pragmatist","Yes","Yes","Odd hours"
3848,"","Male","Single (no kids)","Current K-12","","","","","","","Odd hours"
3853,"over $150,000","Male","","Current K-12","","","No","","","",""
3856,"over $150,000","Male","Single (no kids)","Current Undergraduate","No","","No","","No","No","Odd hours"
3857,"","Female","","Current K-12","No","","No","Idealist","Yes","No","Standard hours"
3870,"","Female","Single (no kids)","Current K-12","Yes","","","","","",""
3877,"over $150,000","Female","Married (no kids)","Associate's Degree","No","","Yes","","","","Standard hours"
3886,"$25,001 - $50,000","Male","Single (no kids)","Master's Degree","No","No","No","Pragmatist","Yes","Yes","Standard hours"
3891,"$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","No","No","Yes","Idealist","No","No","Standard hours"
3896,"over $150,000","Female","Single (no kids)","","","","","Pragmatist","","No","Standard hours"
3899,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Idealist","Yes","Yes","Standard hours"
3900,"$100,001 - $150,000","Female","Married (no kids)","Bachelor's Degree","No","","","Pragmatist","Yes","","Odd hours"
3910,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","Yes","No","Yes","Pragmatist","No","Yes","Standard hours"
3911,"$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","","","No","","","No","Standard hours"
3913,"under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","No","Odd hours"
3914,"$75,000 - $100,000","Male","Married (no kids)","","No","No","No","Pragmatist","No","Yes","Odd hours"
3915,"under $25,000","Male","Single (no kids)","Bachelor's Degree","Yes","","No","","","",""
3923,"","Male","","Current K-12","","","No","Idealist","","",""
3927,"$25,001 - $50,000","Male","Married (w/kids)","High School Diploma","","No","No","","","",""
3930,"$50,000 - $74,999","Male","Single (no kids)","","","","","","","",""
3932,"$75,000 - $100,000","Male","Single (no kids)","Current K-12","","","Yes","","No","",""
3933,"$75,000 - $100,000","Male","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
3937,"under $25,000","Male","Single (no kids)","High School Diploma","No","No","No","","No","Yes","Odd hours"
3938,"$25,001 - $50,000","Female","Married (no kids)","","","No","Yes","Pragmatist","","No","Odd hours"
3960,"$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","No","","Yes","","","No","Odd hours"
3962,"under $25,000","Male","Single (no kids)","Current K-12","","","","","","",""
3964,"","Female","Single (no kids)","Current K-12","Yes","No","No","Pragmatist","No","Yes","Standard hours"
3968,"$50,000 - $74,999","Female","Single (no kids)","Current K-12","","","","Pragmatist","","",""
3971,"$100,001 - $150,000","Male","Married (no kids)","Master's Degree","No","No","","Pragmatist","Yes","Yes","Odd hours"
3975,"under $25,000","Female","Single (w/kids)","Associate's Degree","No","No","No","Pragmatist","Yes","No","Standard hours"
4013,"","Male","Single (no kids)","Current K-12","","","","Idealist","Yes","","Standard hours"
4015,"","Male","Married (w/kids)","Bachelor's Degree","No","","","Pragmatist","No","",""
4034,"$75,000 - $100,000","Male","Married (no kids)","Associate's Degree","No","","Yes","","","Yes",""
4040,"$25,001 - $50,000","Male","Single (no kids)","High School Diploma","Yes","Yes","No","Pragmatist","No","No","Standard hours"
4057,"under $25,000","Male","Single (no kids)","Current K-12","Yes","No","No","","No","",""
4058,"$25,001 - $50,000","Female","Single (no kids)","High School Diploma","No","","","","","",""
4060,"$50,000 - $74,999","Female","Single (no kids)","Current Undergraduate","No","","","Idealist","Yes","Yes","Standard hours"
4062,"over $150,000","Female","Married (w/kids)","Bachelor's Degree","Yes","No","No","","No","Yes",""
4064,"under $25,000","Female","Single (no kids)","Current K-12","Yes","","No","","No","Yes",""
4065,"over $150,000","Male","Single (no kids)","Doctoral Degree","No","No","Yes","Pragmatist","Yes","Yes","Odd hours"
4069,"$25,001 - $50,000","Male","Single (no kids)","Master's Degree","No","","Yes","Pragmatist","Yes","No","Odd hours"
4077,"","Female","Married (no kids)","Master's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
4079,"$25,001 - $50,000","Male","Single (no kids)","Current K-12","","","","","","",""
4085,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","","","Idealist","No","Yes","Standard hours"
4086,"under $25,000","Male","Single (no kids)","Current K-12","No","No","No","Idealist","Yes","No","Standard hours"
4094,"","Female","Single (no kids)","Current Undergraduate","No","No","","","No","Yes",""
