"USER_ID","Party","Income","Gender","HouseholdStatus","EducationLevel","Q109244","Q114152","Q115611","Q118232","Q98197","Q116953","Q117193"
2988,"Republican","","Female","Single (no kids)","","No","","","","","",""
2991,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","","No","","","No","Yes","Odd hours"
2992,"Democrat","","Male","Domestic Partners (w/kids)","High School Diploma","No","","No","Pragmatist","No","Yes","Odd hours"
2993,"Democrat","$75,000 - $100,000","Male","Single (no kids)","","Yes","Yes","No","Idealist","Yes","Yes","Standard hours"
2994,"Democrat","$100,001 - $150,000","Female","Single (no kids)","","Yes","","","Idealist","","Yes","Standard hours"
2995,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","No","Standard hours"
2996,"Republican","$50,000 - $74,999","Female","Married (no kids)","","","No","Yes","Pragmatist","Yes","Yes","Odd hours"
2997,"Democrat","under $25,000","Male","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","No","Standard hours"
2998,"Democrat","$50,000 - $74,999","Female","Married (w/kids)","Associate's Degree","","","","Idealist","No","Yes","Standard hours"
2999,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Doctoral Degree","No","No","Yes","Pragmatist","No","Yes","Odd hours"
3000,"Republican","","Male","Married (w/kids)","Bachelor's Degree","No","","Yes","Pragmatist","Yes","Yes","Standard hours"
3001,"Republican","","Male","","Current K-12","No","Yes","Yes","Pragmatist","","Yes","Standard hours"
3002,"Republican","$100,001 - $150,000","Male","Single (no kids)","Current K-12","No","No","No","Pragmatist","Yes","Yes","Standard hours"
3004,"Republican","over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","","Pragmatist","No","",""
3005,"Democrat","","Male","Single (no kids)","","","","","","","",""
3006,"Democrat","","Male","Single (no kids)","Associate's Degree","No","No","Yes","Pragmatist","","No","Standard hours"
3007,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
3008,"Republican","$100,001 - $150,000","Male","Married (no kids)","Bachelor's Degree","","No","Yes","","","",""
3009,"Republican","$25,001 - $50,000","Male","Married (no kids)","Current Undergraduate","No","Yes","No","","","No","Odd hours"
3010,"Republican","$25,001 - $50,000","Female","Domestic Partners (no kids)","Master's Degree","","","No","","No","",""
3011,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","No","Yes","Standard hours"
3012,"Republican","under $25,000","Female","Single (no kids)","Current Undergraduate","No","No","No","","Yes","",""
3013,"Democrat","under $25,000","Female","Single (no kids)","Current Undergraduate","Yes","Yes","No","Idealist","No","Yes","Standard hours"
3014,"Democrat","under $25,000","Male","Single (no kids)","Current K-12","Yes","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
3015,"Democrat","$50,000 - $74,999","Male","Single (w/kids)","High School Diploma","","","Yes","","","",""
3016,"Democrat","$50,000 - $74,999","Male","Domestic Partners (w/kids)","Current Undergraduate","Yes","","No","","No","No","Odd hours"
3017,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","","","","","","",""
3018,"Democrat","$75,000 - $100,000","Male","Single (no kids)","Current K-12","Yes","No","No","Idealist","No","No","Standard hours"
3019,"Republican","over $150,000","Male","Single (no kids)","Current K-12","No","No","Yes","Pragmatist","No","No","Standard hours"
3021,"Republican","","Male","Single (no kids)","Current K-12","No","No","No","Pragmatist","No","No","Standard hours"
3023,"Democrat","under $25,000","Female","Single (no kids)","Current Undergraduate","","No","No","","No","","Odd hours"
3024,"Republican","$100,001 - $150,000","Male","Single (no kids)","High School Diploma","No","No","No","","","",""
3025,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Current K-12","","No","No","Idealist","No","Yes","Standard hours"
3026,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","Yes","No","Yes","Pragmatist","No","No","Odd hours"
3027,"Democrat","$100,001 - $150,000","Female","Single (no kids)","","","No","Yes","","","",""
3028,"Democrat","$75,000 - $100,000","Male","Domestic Partners (no kids)","Current Undergraduate","No","No","Yes","Pragmatist","No","Yes","Odd hours"
3029,"Republican","under $25,000","Male","Single (no kids)","Current K-12","No","Yes","No","Idealist","Yes","Yes","Standard hours"
3030,"Republican","$75,000 - $100,000","Male","Married (no kids)","High School Diploma","No","Yes","Yes","","No","No","Standard hours"
3031,"Republican","$75,000 - $100,000","Male","Married (w/kids)","","No","No","Yes","Idealist","No","No","Odd hours"
3032,"Republican","over $150,000","Male","Married (w/kids)","Bachelor's Degree","","No","Yes","","No","Yes","Standard hours"
3033,"Republican","$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
3034,"Republican","under $25,000","Male","Single (no kids)","Current K-12","No","No","No","Pragmatist","No","No","Standard hours"
3036,"Democrat","under $25,000","Female","Single (no kids)","Current Undergraduate","Yes","Yes","","","","",""
3037,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","","No","","Pragmatist","","",""
3038,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","Current Undergraduate","No","No","No","Idealist","No","Yes","Odd hours"
3040,"Republican","over $150,000","Male","Married (w/kids)","Bachelor's Degree","","","Yes","","","",""
3041,"Republican","$75,000 - $100,000","Female","Married (w/kids)","High School Diploma","","","Yes","","","Yes","Standard hours"
3043,"Republican","$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","","","No","Pragmatist","","Yes",""
3044,"Republican","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","No","No","Yes","Pragmatist","No","No","Odd hours"
3046,"Republican","under $25,000","Female","Single (no kids)","Current Undergraduate","Yes","","Yes","","","Yes","Standard hours"
3047,"Democrat","$50,000 - $74,999","Female","Domestic Partners (no kids)","High School Diploma","","No","","Idealist","Yes","",""
3048,"Republican","$50,000 - $74,999","Female","Single (no kids)","Master's Degree","","","","","","",""
3050,"Republican","$75,000 - $100,000","Male","Married (w/kids)","","","","No","","","No","Odd hours"
3051,"Republican","$50,000 - $74,999","Female","Married (w/kids)","","No","Yes","Yes","Idealist","Yes","",""
3052,"Democrat","$100,001 - $150,000","Female","Married (no kids)","Bachelor's Degree","No","","No","Pragmatist","No","Yes","Standard hours"
3053,"Republican","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","","","No","","","",""
3054,"Democrat","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","No","No","Yes","","","","Odd hours"
3055,"Republican","over $150,000","Male","Married (w/kids)","High School Diploma","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
3056,"Democrat","$100,001 - $150,000","Male","Married (no kids)","Bachelor's Degree","Yes","No","No","Idealist","No","",""
3057,"Republican","under $25,000","Male","Single (no kids)","Current K-12","No","No","No","","No","",""
3059,"Republican","","Male","Married (w/kids)","","","","No","","","",""
3060,"Republican","$25,001 - $50,000","Male","Single (no kids)","","","","","Idealist","","",""
3062,"Democrat","under $25,000","Male","Single (no kids)","High School Diploma","No","No","No","Pragmatist","No","",""
3063,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","","","","","No","",""
3065,"Democrat","","Male","Married (no kids)","Bachelor's Degree","Yes","","","Idealist","Yes","","Standard hours"
3066,"Democrat","over $150,000","Female","Married (w/kids)","","Yes","Yes","No","Pragmatist","","",""
3067,"Democrat","","Female","Single (no kids)","Bachelor's Degree","","","","","","",""
3068,"Republican","over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Idealist","","Yes","Odd hours"
3069,"Democrat","","Male","","High School Diploma","No","No","","","No","",""
3070,"Democrat","$50,000 - $74,999","Male","Single (no kids)","High School Diploma","No","No","No","Idealist","No","No","Standard hours"
3071,"Democrat","under $25,000","Male","Single (no kids)","Associate's Degree","","No","","","","",""
3072,"Democrat","under $25,000","Male","Single (no kids)","","","","","","","",""
3075,"Republican","over $150,000","Female","","Doctoral Degree","","No","Yes","Pragmatist","No","No","Odd hours"
3078,"Democrat","over $150,000","Female","Single (w/kids)","Bachelor's Degree","No","Yes","Yes","","Yes","No","Odd hours"
3079,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Pragmatist","Yes","No","Standard hours"
3080,"Republican","over $150,000","Male","Single (no kids)","","","","No","","","",""
3081,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Bachelor's Degree","","","","","","",""
3082,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","No","Standard hours"
3083,"Democrat","under $25,000","Male","Single (no kids)","Bachelor's Degree","","","","","","",""
3084,"Democrat","","Female","Single (no kids)","Current K-12","No","","No","","","",""
3086,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","No","","","","No","",""
3087,"Democrat","under $25,000","Male","Domestic Partners (no kids)","Current Undergraduate","No","No","No","","No","Yes","Odd hours"
3088,"Democrat","$25,001 - $50,000","Female","Single (no kids)","","","No","","","No","",""
3089,"Democrat","over $150,000","Male","Single (no kids)","Current K-12","Yes","","","","","","Standard hours"
3090,"Democrat","","Female","Single (no kids)","Bachelor's Degree","","Yes","No","Idealist","No","No","Odd hours"
3092,"Republican","$100,001 - $150,000","Male","Single (no kids)","","","Yes","","","","","Standard hours"
3093,"Democrat","over $150,000","Male","Married (w/kids)","Bachelor's Degree","","","","","","",""
3094,"Democrat","$25,001 - $50,000","Female","Single (w/kids)","","No","","","","","",""
3095,"Democrat","under $25,000","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","","No","",""
3097,"Democrat","$100,001 - $150,000","Male","Married (no kids)","","No","No","Yes","Idealist","No","Yes","Standard hours"
3099,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","Yes","No","No","Idealist","No","",""
3102,"Republican","under $25,000","Female","Married (w/kids)","High School Diploma","No","No","Yes","","Yes","",""
3103,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Pragmatist","No","No","Odd hours"
3104,"Republican","$75,000 - $100,000","Male","Married (w/kids)","High School Diploma","No","No","Yes","Pragmatist","Yes","Yes","Odd hours"
3105,"Republican","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","No","No","No","Idealist","No","Yes","Standard hours"
3106,"Republican","$50,000 - $74,999","Male","Married (no kids)","Bachelor's Degree","No","No","No","","No","Yes","Standard hours"
3108,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","Yes","No","No","Idealist","No","Yes","Odd hours"
3109,"Democrat","over $150,000","Male","Single (w/kids)","Master's Degree","Yes","No","Yes","Pragmatist","No","Yes","Odd hours"
3110,"Democrat","","Female","Single (no kids)","Master's Degree","","Yes","No","","","",""
3111,"Democrat","$25,001 - $50,000","","Married (no kids)","Associate's Degree","No","","","","","",""
3112,"Democrat","under $25,000","Female","Single (no kids)","Current K-12","","","","","","",""
3113,"Democrat","$50,000 - $74,999","Male","Married (no kids)","High School Diploma","No","No","Yes","Idealist","Yes","Yes","Odd hours"
3114,"Democrat","","Male","Married (w/kids)","Associate's Degree","","","","","Yes","",""
3115,"Democrat","under $25,000","Female","Single (no kids)","Current Undergraduate","Yes","No","No","","No","","Odd hours"
3116,"Democrat","","Female","Single (no kids)","High School Diploma","","","","","No","",""
3117,"Democrat","$75,000 - $100,000","Male","Single (no kids)","Current Undergraduate","No","No","No","","No","","Odd hours"
3118,"Democrat","$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","Yes","No","No","Idealist","No","Yes","Odd hours"
3119,"Republican","$100,001 - $150,000","Female","Married (w/kids)","High School Diploma","No","No","Yes","","No","",""
3121,"Republican","$50,000 - $74,999","Female","Married (w/kids)","","","","","","","",""
3122,"Democrat","under $25,000","Male","Single (no kids)","High School Diploma","No","Yes","No","Idealist","Yes","Yes","Odd hours"
3123,"Democrat","over $150,000","Male","Married (w/kids)","Bachelor's Degree","","","","Pragmatist","","",""
3125,"Republican","over $150,000","Male","Domestic Partners (w/kids)","","","","No","","","",""
3126,"Democrat","$75,000 - $100,000","Female","Single (no kids)","Current K-12","No","No","No","Pragmatist","Yes","Yes","Standard hours"
3127,"Republican","$75,000 - $100,000","Female","Single (no kids)","Current K-12","No","No","No","Pragmatist","No","Yes","Odd hours"
3128,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","","","No","Yes","","No","",""
3130,"Democrat","$25,001 - $50,000","Female","Domestic Partners (no kids)","Current Undergraduate","No","","No","Pragmatist","No","No","Standard hours"
3131,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","Yes","No","No","Idealist","No","No","Odd hours"
3132,"Democrat","$50,000 - $74,999","Female","Married (w/kids)","","","","Yes","","","Yes",""
3133,"Republican","","Male","Married (w/kids)","Master's Degree","No","","","Idealist","Yes","",""
3134,"Republican","","Female","Married (w/kids)","","","","No","","No","No","Standard hours"
3135,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Associate's Degree","","","","Idealist","","Yes","Odd hours"
3136,"Republican","$100,001 - $150,000","Male","Married (no kids)","Bachelor's Degree","No","No","No","Pragmatist","Yes","Yes","Standard hours"
3137,"Democrat","$75,000 - $100,000","Female","Single (no kids)","Current K-12","Yes","No","No","Pragmatist","No","No","Standard hours"
3140,"Democrat","$25,001 - $50,000","Female","Single (no kids)","","","Yes","No","","","",""
3141,"Democrat","$100,001 - $150,000","Female","Single (no kids)","Bachelor's Degree","No","","Yes","Pragmatist","No","No","Standard hours"
3142,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","Yes","","","","","",""
3144,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","","No","","","","No","",""
3145,"Republican","$50,000 - $74,999","Female","Married (no kids)","Current Undergraduate","No","No","Yes","Idealist","No","Yes","Odd hours"
3146,"Democrat","$100,001 - $150,000","","Married (no kids)","Associate's Degree","No","Yes","No","Idealist","Yes","Yes","Standard hours"
3147,"Democrat","over $150,000","Female","Domestic Partners (no kids)","Doctoral Degree","Yes","Yes","No","Pragmatist","Yes","Yes","Odd hours"
3148,"Republican","","Male","Single (no kids)","Current K-12","No","","","","Yes","",""
3149,"Republican","","Male","Married (no kids)","Master's Degree","","","Yes","","","",""
3150,"Republican","over $150,000","Male","Single (w/kids)","High School Diploma","No","Yes","Yes","","Yes","Yes",""
3151,"Republican","$25,001 - $50,000","Male","Married (no kids)","","","","","","No","No","Standard hours"
3152,"Republican","$75,000 - $100,000","Male","Domestic Partners (no kids)","Master's Degree","","","Yes","","No","",""
3153,"Republican","over $150,000","Female","Married (w/kids)","Associate's Degree","","","No","","Yes","Yes","Odd hours"
3154,"Republican","$75,000 - $100,000","Female","Single (no kids)","Current K-12","","Yes","","","No","Yes","Standard hours"
3155,"Republican","$100,001 - $150,000","Male","Single (w/kids)","Bachelor's Degree","Yes","","Yes","Pragmatist","No","Yes","Standard hours"
3156,"Republican","$25,001 - $50,000","Male","Single (w/kids)","","","No","Yes","","Yes","",""
3157,"Republican","under $25,000","Male","Single (w/kids)","Master's Degree","Yes","","","","","",""
3158,"Republican","","Male","Married (no kids)","Bachelor's Degree","No","","","","","",""
3159,"Republican","over $150,000","Male","Married (w/kids)","","","","No","Idealist","Yes","","Standard hours"
3160,"Republican","$75,000 - $100,000","Male","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
3162,"Democrat","over $150,000","Male","Married (no kids)","Bachelor's Degree","","","","","","",""
3163,"Republican","","Male","","","No","No","No","Idealist","Yes","Yes","Standard hours"
3165,"Republican","over $150,000","Male","Married (w/kids)","High School Diploma","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
3168,"Republican","$100,001 - $150,000","Male","Single (no kids)","Current K-12","No","Yes","No","","Yes","Yes",""
3169,"Republican","$50,000 - $74,999","Male","Single (no kids)","Associate's Degree","No","No","No","Idealist","Yes","No","Standard hours"
3171,"Republican","$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","","No","No","Pragmatist","No","",""
3173,"Democrat","over $150,000","Female","Married (no kids)","Master's Degree","Yes","","No","","","",""
3175,"Democrat","$25,001 - $50,000","Male","Married (w/kids)","High School Diploma","No","No","No","Idealist","No","No","Odd hours"
3176,"Democrat","$75,000 - $100,000","Female","Married (w/kids)","Bachelor's Degree","Yes","","No","Pragmatist","","Yes","Standard hours"
3177,"Republican","$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","No","Yes","No","Pragmatist","No","Yes","Standard hours"
3178,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
3179,"Democrat","over $150,000","Male","Married (no kids)","High School Diploma","No","Yes","No","Idealist","No","Yes","Standard hours"
3181,"Republican","over $150,000","Male","Married (w/kids)","","","","","","","",""
3182,"Republican","$25,001 - $50,000","Male","Single (no kids)","Master's Degree","No","No","No","","No","",""
3184,"Republican","","Male","","","No","No","No","Idealist","No","No","Standard hours"
3185,"Republican","$75,000 - $100,000","Female","Married (w/kids)","","","","","","","No","Odd hours"
3186,"Democrat","under $25,000","Female","Single (no kids)","Bachelor's Degree","Yes","","","","No","","Odd hours"
3187,"Republican","over $150,000","Male","Single (no kids)","Current K-12","No","No","Yes","Idealist","No","","Standard hours"
3188,"Republican","","Male","Married (w/kids)","Associate's Degree","No","Yes","Yes","","Yes","",""
3189,"Republican","over $150,000","Female","Married (w/kids)","Current Undergraduate","","","","","","",""
3190,"Republican","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","","","","","","",""
3191,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Pragmatist","No","Yes","Standard hours"
3193,"Republican","","Female","","High School Diploma","No","No","No","Idealist","No","No","Odd hours"
3194,"Democrat","under $25,000","Male","Single (no kids)","Current K-12","","No","No","Pragmatist","No","No","Standard hours"
3195,"Republican","$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","No","No","No","Idealist","Yes","No","Odd hours"
3196,"Democrat","$50,000 - $74,999","Male","Married (no kids)","Associate's Degree","No","No","Yes","Pragmatist","","Yes","Odd hours"
3198,"Democrat","","Female","","Current K-12","No","No","No","","No","Yes","Standard hours"
3199,"Republican","$75,000 - $100,000","Male","Domestic Partners (no kids)","High School Diploma","","","","Pragmatist","Yes","",""
3200,"Democrat","over $150,000","Female","Single (no kids)","","","","No","","","No","Standard hours"
3203,"Democrat","over $150,000","Male","Domestic Partners (no kids)","Doctoral Degree","No","No","Yes","Pragmatist","No","Yes","Odd hours"
3204,"Democrat","","Female","Single (no kids)","Current K-12","No","No","No","","No","Yes","Standard hours"
3205,"Republican","over $150,000","Male","Married (w/kids)","","No","","","","","","Standard hours"
3206,"Democrat","over $150,000","Female","Married (w/kids)","Doctoral Degree","Yes","Yes","No","","Yes","No","Odd hours"
3207,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","No","","Pragmatist","No","No","Standard hours"
3208,"Democrat","$75,000 - $100,000","Female","Single (no kids)","High School Diploma","No","No","No","","No","Yes","Odd hours"
3209,"Republican","$50,000 - $74,999","Male","Married (no kids)","Bachelor's Degree","No","Yes","Yes","Idealist","Yes","No","Standard hours"
3210,"Democrat","$100,001 - $150,000","Female","Single (no kids)","Current Undergraduate","","","No","","","Yes","Odd hours"
3211,"Republican","under $25,000","Male","Married (no kids)","High School Diploma","No","No","No","Pragmatist","No","Yes","Odd hours"
3212,"Republican","$25,001 - $50,000","Female","Single (no kids)","Master's Degree","Yes","No","No","Idealist","No","Yes","Standard hours"
3213,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","","No","","","No","",""
3215,"Democrat","$25,001 - $50,000","Female","Single (no kids)","Master's Degree","","No","","","","",""
3216,"Republican","$75,000 - $100,000","Male","Single (no kids)","Current K-12","","","","","Yes","",""
3217,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","No","No","Yes","Pragmatist","No","Yes","Standard hours"
3218,"Republican","$75,000 - $100,000","Female","Married (w/kids)","","No","","No","","Yes","",""
3219,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Master's Degree","No","No","Yes","Pragmatist","Yes","No","Odd hours"
3220,"Democrat","$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","Yes","Yes","No","Pragmatist","Yes","Yes","Standard hours"
3221,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Idealist","Yes","Yes","Standard hours"
3222,"Republican","$50,000 - $74,999","Male","Single (no kids)","","","","No","","","",""
3224,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Idealist","No","Yes","Odd hours"
3225,"Republican","$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","","","","Idealist","","",""
3226,"Democrat","","Male","Single (no kids)","Current Undergraduate","No","Yes","No","Pragmatist","Yes","Yes","Odd hours"
3228,"Republican","$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
3229,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","Master's Degree","","","","","No","",""
3231,"Republican","","Male","Single (no kids)","Current K-12","","","No","Idealist","","",""
3232,"Democrat","under $25,000","Female","Single (no kids)","Associate's Degree","No","No","No","Idealist","No","Yes","Odd hours"
3233,"Republican","$25,001 - $50,000","Female","","","","","","","","",""
3234,"Republican","$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","No","Yes","No","Pragmatist","Yes","Yes","Odd hours"
3235,"Republican","","Male","Single (no kids)","Current Undergraduate","No","Yes","Yes","Idealist","Yes","Yes","Odd hours"
3236,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","No","Yes","Standard hours"
3238,"Democrat","under $25,000","Male","Single (no kids)","Bachelor's Degree","No","No","No","Idealist","No","No","Standard hours"
3239,"Democrat","$75,000 - $100,000","Male","Single (no kids)","Current K-12","No","No","No","Idealist","No","Yes","Odd hours"
3240,"Republican","under $25,000","Female","Single (no kids)","Current Undergraduate","","","","","","","Odd hours"
3241,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","","No","No","Idealist","Yes","",""
3242,"Republican","$50,000 - $74,999","Female","Married (no kids)","Master's Degree","No","Yes","Yes","Idealist","Yes","Yes","Odd hours"
3243,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Current Undergraduate","No","","","","","",""
3244,"Republican","","Male","Single (no kids)","","No","No","No","Idealist","","No",""
3246,"Democrat","over $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
3247,"Republican","over $150,000","Male","Married (no kids)","","","","","","","",""
3250,"Republican","under $25,000","Female","Single (no kids)","Current Undergraduate","Yes","No","No","Pragmatist","No","No","Standard hours"
3251,"Democrat","$25,001 - $50,000","Male","","Bachelor's Degree","Yes","Yes","No","Pragmatist","No","Yes","Standard hours"
3252,"Republican","over $150,000","Female","Married (no kids)","Master's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
3255,"Democrat","","Male","Domestic Partners (no kids)","Current Undergraduate","","","No","Idealist","No","No",""
3256,"Republican","over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Idealist","No","Yes","Standard hours"
3257,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","","","","Yes","",""
3258,"Democrat","","Female","Single (no kids)","High School Diploma","","","","","","",""
3259,"Republican","$25,001 - $50,000","Male","Married (w/kids)","High School Diploma","No","","","","No","",""
3260,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","No","No","No","Idealist","Yes","Yes","Standard hours"
3261,"Republican","$100,001 - $150,000","Male","Married (w/kids)","","","","","","","",""
3262,"Republican","$50,000 - $74,999","Female","Married (w/kids)","High School Diploma","Yes","No","No","Pragmatist","Yes","Yes","Odd hours"
3263,"Democrat","$75,000 - $100,000","Female","Single (no kids)","Current Undergraduate","Yes","No","No","Idealist","Yes","Yes","Odd hours"
3264,"Republican","$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Idealist","Yes","No","Odd hours"
3265,"Democrat","$50,000 - $74,999","Female","Single (w/kids)","Associate's Degree","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
3266,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","No","No","Yes","Pragmatist","No","No","Standard hours"
3269,"Democrat","under $25,000","Female","Single (no kids)","Bachelor's Degree","","","","","","",""
3270,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","No","Pragmatist","","","Odd hours"
3272,"Republican","over $150,000","Female","Married (w/kids)","Bachelor's Degree","","","Yes","","","Yes","Odd hours"
3273,"Democrat","under $25,000","Female","Single (no kids)","","","","No","","Yes","",""
3274,"Republican","under $25,000","Female","Single (no kids)","Current Undergraduate","No","","","","","",""
3275,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","Associate's Degree","No","No","Yes","Pragmatist","No","Yes","Odd hours"
3276,"Democrat","$75,000 - $100,000","Female","Single (no kids)","","Yes","","No","","No","No","Odd hours"
3278,"Republican","$25,001 - $50,000","Female","Domestic Partners (no kids)","High School Diploma","","","No","Pragmatist","No","",""
3279,"Republican","$75,000 - $100,000","Female","Domestic Partners (w/kids)","","","","","","","",""
3280,"Republican","$50,000 - $74,999","Male","Married (no kids)","","","","","","","",""
3282,"Republican","$75,000 - $100,000","Male","Single (no kids)","Current K-12","No","Yes","No","Idealist","Yes","No","Odd hours"
3283,"Republican","","Male","","","","","","","","",""
3284,"Democrat","over $150,000","Female","Married (w/kids)","High School Diploma","","","","Idealist","","Yes","Standard hours"
3285,"Republican","$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","No","","Yes","Idealist","Yes","No","Standard hours"
3286,"Republican","","Female","Single (no kids)","Current Undergraduate","No","Yes","No","Pragmatist","","Yes","Odd hours"
3287,"Democrat","$75,000 - $100,000","Male","Married (no kids)","Master's Degree","","","Yes","Idealist","No","No","Odd hours"
3288,"Republican","$25,001 - $50,000","Female","Domestic Partners (no kids)","","","","","","No","",""
3289,"Republican","","Female","Married (no kids)","","No","Yes","","","","",""
3290,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","Bachelor's Degree","","No","Yes","Pragmatist","No","No",""
3291,"Republican","$100,001 - $150,000","Female","Single (no kids)","Current K-12","Yes","","No","","Yes","","Standard hours"
3294,"Democrat","$50,000 - $74,999","Female","Single (no kids)","","Yes","No","Yes","Idealist","No","Yes","Standard hours"
3295,"Democrat","under $25,000","Male","Single (no kids)","Current K-12","No","No","No","Idealist","Yes","Yes","Standard hours"
3296,"Democrat","under $25,000","Male","Single (no kids)","Bachelor's Degree","","","No","Pragmatist","No","Yes","Odd hours"
3297,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","","","","Idealist","","",""
3299,"Democrat","over $150,000","Male","Married (w/kids)","Master's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
3300,"Democrat","$100,001 - $150,000","Female","Single (w/kids)","Master's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
3301,"Republican","$75,000 - $100,000","Male","Single (no kids)","Current K-12","No","Yes","No","Idealist","Yes","Yes","Standard hours"
3303,"Republican","$50,000 - $74,999","Female","Single (no kids)","Current K-12","Yes","","No","Idealist","Yes","Yes","Standard hours"
3305,"Democrat","over $150,000","Male","Married (w/kids)","Master's Degree","Yes","No","Yes","","No","No","Standard hours"
3306,"Republican","under $25,000","Male","Single (no kids)","","No","","","","","",""
3307,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","No","Odd hours"
3308,"Democrat","under $25,000","Female","Single (no kids)","Bachelor's Degree","Yes","","","","","",""
