"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","IIncome","IGender","IEducationLevel","IHouseholdStatus","Q98197113181","HasIncome","HasGender","HasHouseholdStatus","HasEducationLevel"
3446,1997,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","Study first","Yes","No","","No","","","Yes","Pragmatist","No","","","","","","","","","","","","","","","","Yes","Yes","No","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","No","Yes","No","","Supportive","No","Mac","","Risk-friendly","","Yes!","No","Space","No","Online","Yes","No","No","No","Grrr people","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","No","","","Yes","Yes","No","Yes","$100,001 - $150,000","Male","Current K-12","Single (no kids)","No",1,1,1,1
3451,NA,"Female","$25,001 - $50,000","Single (w/kids)","","","","","","","","","No","Yes","No","Yes","No","","Yes","Art","","","","","","","","Yes","Pragmatist","No","No","","","","","","","","","","Yes","","Yes","No","","","","","","","","No","","","","","","","","","","","","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","","Yay people!","No","No","No","","","Yes","No","No","No","No","Yes","Yes","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","$25,001 - $50,000","Female","High School Diploma","Single (w/kids)","Yes",1,1,1,0
3454,1998,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","","","","","","","","","","","","","No","","","Study first","No","Yes","Yes","No","Receiving","Yes","Yes","","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","No","No","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","","","No","No","Supportive","No","Mac","No","Cautious","No","Umm...","Yes","Space","No","In-person","","No","No","Yes","Grrr people","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","Own","","Dad","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","No","Yes","$100,001 - $150,000","Male","Current K-12","Single (no kids)","No",1,1,1,1
3455,1993,"Male","under $25,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","No","","","","","","","","","","","Yes","Pragmatist","Yes","No","","","","","","","","","","","","","","","","","","","","Mysterious","No","No","","","","","","","","","","Mac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","under $25,000","Male","Current Undergraduate","Single (no kids)","",1,1,1,1
3465,NA,"Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","No","No","","","Yes","No","Public","No","No","","No","Yes","Yes","Yes","Art","Study first","No","Yes","","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","No","No","No","P.M.","Yes","","Yes","Yes","Circumstances","","No","Yes","Yes","No","","No","Yes","Tunes","People","Yes","Yes","No","","Yes","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","","In-person","No","Yes","Yes","","","Yes","Yes","No","Yes","","Yes","","","","","","","Own","Optimist","Dad","No","","Yes","No","Check!","No","No","No","Yes","Yes","","Yes","Yes","Yes","Yes","$50,000 - $74,999","Female","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,1
3466,1991,"Male","under $25,000","Single (no kids)","Bachelor's Degree","","Yes","","","","","","","No","Yes","","Yes","Yes","Yes","Art","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Supportive","Yes","","","","","","","","","","","Yes","","","","Yes","No","Yes","No","No","No","","No","No","No","Yes","No","Rent","Optimist","Dad","No","No","","","","","No","No","Yes","Yes","Yes","Yes","No","Yes","No","under $25,000","Male","Bachelor's Degree","Single (no kids)","Yes",1,1,1,1
3480,1959,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","Yes","A.M.","Yes","End","Yes","Yes","","No","","Yes","Yes","Yes","","No","","","People","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","$75,000 - $100,000","Male","Bachelor's Degree","Married (w/kids)","",1,1,1,1
3484,1997,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","","Yes","","No","No","No","Public","Yes","No","Yes","","Yes","Yes","Yes","Science","","No","No","No","No","Receiving","No","Yes","","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","","No","TMI","No","No","Tunes","Technology","Yes","","","","Yes","Demanding","Yes","PC","","Cautious","No","Umm...","No","Space","Yes","","","Yes","Yes","Yes","Yay people!","","No","No","","","No","Yes","Yes","No","No","Yes","No","","Optimist","Mom","No","No","No","Yes","Nope","Yes","","No","No","Yes","Yes","Yes","No","Yes","","$75,000 - $100,000","Male","Current K-12","Single (no kids)","Yes",1,1,1,1
3486,1993,"Male","under $25,000","Domestic Partners (w/kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","Supportive","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","No","Yes","Grrr people","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","No","Yes","Yes","No","No","Yes","Yes","","Yes","under $25,000","Male","Current Undergraduate","Domestic Partners (w/kids)","",1,1,1,1
3490,1990,"Male","under $25,000","Single (no kids)","Current Undergraduate","","","","","Yes","Yes","","","","","Yes","No","","Yes","Science","","","","","Yes","","","Yes","","","","","Standard hours","","","","","","","","","","No","Yes","","Yes","","Yes","No","No","Mysterious","No","","Tunes","Technology","","","","Yes","","","No","PC","No","Cautious","No","","No","Space","No","In-person","","","Yes","Yes","Grrr people","","","","","","","Yes","No","","","Yes","","","Pessimist","Dad","","Yes","No","","Nope","Yes","No","","","","No","Yes","No","","","under $25,000","Male","Current Undergraduate","Single (no kids)","",1,1,1,1
3492,1969,"Male","$25,001 - $50,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","No","No","No","Giving","No","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","No","Yes","Yes","Yes","P.M.","Yes","Start","No","Yes","Me","Yes","No","Yes","No","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Dad","Yes","No","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","$25,001 - $50,000","Male","Bachelor's Degree","Married (w/kids)","WTF",1,1,1,1
3496,1989,"Female","$25,001 - $50,000","Domestic Partners (w/kids)","High School Diploma","","No","","No","No","No","Public","No","No","No","Yes","No","No","Yes","","","No","No","No","","","Yes","Yes","","","Yes","","","Yes","Happy","No","No","No","No","P.M.","Yes","End","No","No","Me","Yes","Yes","No","Yes","No","TMI","No","","Tunes","","No","Yes","Yes","","No","Demanding","","PC","Yes","","","","","Space","No","Online","No","","Yes","No","Grrr people","No","","","Yes","Yes","No","","No","Yes","","Yes","No","Rent","Pessimist","","No","Yes","No","Yes","Nope","No","No","No","Yes","","No","Yes","","No","No","$25,001 - $50,000","Female","High School Diploma","Domestic Partners (w/kids)","No",1,1,1,1
3497,1990,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","","","","","","","","","","","","","No","Yes","Art","Try first","","","No","Yes","","No","No","Pragmatist","No","Yes","Hot headed","Standard hours","","Happy","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$50,000 - $74,999","Female","Bachelor's Degree","Single (no kids)","",1,1,1,1
3505,1982,"Male","under $25,000","Single (no kids)","High School Diploma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","PC","Yes","","No","","","","No","In-person","","","No","","Grrr people","No","No","No","No","No","No","","No","No","No","No","No","","","","","","","","","","","","","","","Yes","","No","Yes","under $25,000","Male","High School Diploma","Single (no kids)","No",1,1,1,1
3511,1988,"","$50,000 - $74,999","Married (no kids)","High School Diploma","No","Yes","No","Yes","No","Yes","Public","Yes","No","No","Yes","Yes","No","Yes","Art","Study first","No","Yes","No","Yes","Receiving","Yes","Yes","Idealist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","No","No","Yes","No","Mysterious","No","No","Talk","Technology","Yes","No","No","Yes","No","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","$50,000 - $74,999","Male","High School Diploma","Married (no kids)","Yes",1,0,1,1
3513,1961,"Male","over $150,000","Married (w/kids)","","","","","","","","","","","","No","","","","","","","","Yes","Yes","Giving","No","","","","","","Standard hours","No","Happy","Yes","Yes","No","","P.M.","No","Start","Yes","Yes","Me","No","","","Yes","","","","","","","","","","","","","","","","","","","","","","In-person","Yes","","","","","Yes","Yes","","No","Yes","No","Yes","","","","","Yes","Own","","","Yes","Yes","","","","","No","","","","","","","Yes","","over $150,000","Male","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,0
3515,NA,"Male","over $150,000","Single (no kids)","Current Undergraduate","Yes","No","No","","Yes","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","","Yes","No","Cool headed","Odd hours","No","Right","","Yes","","No","","No","End","No","No","Me","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","No","","Yes","Demanding","No","PC","Yes","Risk-friendly","No","","No","Space","","Online","","","No","Yes","Yay people!","","","Yes","No","No","No","No","","Yes","No","No","Yes","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","","","No","Yes","No","No","Yes","No","No","No","over $150,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
3516,1982,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","No","Yes","Yes","No","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","Yes","Yes","Receiving","Yes","No","Idealist","No","No","Hot headed","Standard hours","Yes","Right","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","No","Yes","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","Yes","","No","","","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","$75,000 - $100,000","Male","Bachelor's Degree","Married (no kids)","No",1,1,1,1
3517,1997,"Male","under $25,000","Single (no kids)","Current K-12","","Yes","No","No","No","Yes","Private","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","No","No","","Yes","","","","","","No","No","","","No","Yes","Yes","Yes","No","Demanding","No","Mac","No","","","","","","","","","","","","","","","","","","","","","","No","No","No","","Pessimist","","No","No","No","Yes","Nope","Yes","No","No","No","","","","","","","under $25,000","Male","Current K-12","Single (no kids)","No",1,1,1,1
3519,1994,"Female","under $25,000","Single (no kids)","Associate's Degree","Yes","Yes","Yes","No","","","","Yes","No","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","No","No","TMI","No","","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","No","Yes","No","Yes","Grrr people","No","No","No","No","No","Yes","Yes","Yes","","","","","","Pessimist","Mom","No","Yes","Yes","Yes","","","No","No","Yes","Yes","","Yes","No","","Yes","under $25,000","Female","Associate's Degree","Single (no kids)","Yes",1,1,1,1
3520,2000,"Female","","Single (no kids)","Current K-12","","","","","","","","No","Yes","No","","","","","","","","","No","","","No","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","","","No","","","","Yes","Supportive","","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","Own","Pessimist","Mom","No","Yes","No","Yes","Check!","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","under $25,000","Female","Current K-12","Single (no kids)","WTF",0,1,1,1
3521,1994,"Male","under $25,000","Single (no kids)","Current K-12","","No","No","No","No","No","Public","Yes","No","No","No","No","No","Yes","Science","Study first","No","Yes","No","No","Receiving","No","No","Pragmatist","No","No","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","","","Yes","Yes","No","No","Yes","Supportive","No","PC","No","Cautious","No","","No","","","In-person","No","No","Yes","Yes","Yay people!","No","No","No","No","No","No","No","No","No","No","Yes","No","Rent","Pessimist","Dad","Yes","No","No","No","Nope","No","No","No","Yes","Yes","No","Yes","No","Yes","No","under $25,000","Male","Current K-12","Single (no kids)","Yes",1,1,1,1
3535,1989,"Female","under $25,000","Single (w/kids)","High School Diploma","","","","","No","Yes","Public","Yes","Yes","Yes","Yes","Yes","No","Yes","Art","","Yes","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","No","","No","No","","Yes","No","Yes","Yes","Yes","TMI","Yes","No","Tunes","Technology","Yes","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","Yes","Space","No","Online","No","No","Yes","No","Grrr people","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Rent","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","under $25,000","Female","High School Diploma","Single (w/kids)","Yes",1,1,1,1
3537,1984,"Male","under $25,000","Single (no kids)","Current Undergraduate","No","No","No","No","No","No","Public","No","Yes","Yes","No","No","Yes","Yes","Science","Study first","Yes","No","No","No","Receiving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Right","Yes","No","Yes","No","A.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","Yes","Mysterious","No","No","Talk","Technology","No","Yes","Yes","Yes","No","Supportive","Yes","PC","No","Cautious","Yes","Yes!","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","No","No","No","Yes","No","No","Yes","under $25,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
3543,1965,"Female","$75,000 - $100,000","Single (no kids)","","No","No","No","Yes","Yes","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Study first","No","No","No","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","No","Yes","Me","No","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","No","No","Yes","Supportive","Yes","PC","No","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Own","Pessimist","Dad","No","Yes","Yes","No","Nope","Yes","","No","Yes","No","","Yes","","","Yes","$75,000 - $100,000","Female","Bachelor's Degree","Single (no kids)","No",1,1,1,0
3550,1994,"Male","under $25,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","","","","","","","","","","","","","","","","","","","","","","No","Cool headed","Standard hours","Yes","Right","Yes","No","No","Yes","P.M.","No","Start","Yes","No","Circumstances","","","","","","TMI","Yes","No","Tunes","People","No","No","Yes","No","Yes","Supportive","Yes","","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","","Yes","Yes","Yay people!","No","No","Yes","No","No","No","No","No","No","No","No","No","Rent","Optimist","Mom","","No","No","Yes","Check!","No","No","No","Yes","","No","Yes","Yes","No","","under $25,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
3552,1957,"Male","$50,000 - $74,999","Married (no kids)","Master's Degree","","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","Yes","No","No","TMI","No","No","Talk","People","Yes","Yes","No","No","Yes","Supportive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Optimist","Mom","","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","$50,000 - $74,999","Male","Master's Degree","Married (no kids)","Yes",1,1,1,1
3554,1985,"Male","under $25,000","Single (no kids)","Associate's Degree","","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","No","No","No","Yes","Receiving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","A.M.","No","Start","No","No","Circumstances","Yes","No","Yes","No","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Risk-friendly","Yes","Yes!","Yes","Socialize","No","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Rent","Pessimist","Dad","No","Yes","No","No","Nope","Yes","No","No","No","No","No","Yes","Yes","No","No","under $25,000","Male","Associate's Degree","Single (no kids)","No",1,1,1,1
3560,1993,"Female","under $25,000","Single (no kids)","Current Undergraduate","Yes","Yes","Yes","No","Yes","No","Public","No","Yes","Yes","Yes","No","Yes","Yes","Art","Study first","Yes","Yes","Yes","No","Receiving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","No","Yes","No","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","No","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Own","Optimist","Dad","Yes","No","","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","under $25,000","Female","Current Undergraduate","Single (no kids)","No",1,1,1,1
3563,1968,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Yes","No","No","No","No","Yes","Public","No","No","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","No","No","Giving","No","Yes","Idealist","Yes","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","No","End","Yes","Yes","Me","Yes","No","No","No","No","Mysterious","No","Yes","Talk","Technology","Yes","No","Yes","Yes","No","Supportive","No","PC","No","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes","$100,001 - $150,000","Male","Bachelor's Degree","Married (w/kids)","WTF",1,1,1,1
3572,1982,"Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","No","No","Yes","Yes","P.M.","Yes","Start","No","Yes","Me","No","No","No","Yes","No","Mysterious","Yes","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","$100,001 - $150,000","Male","Bachelor's Degree","Married (no kids)","Yes",1,1,1,1
3574,1994,"Male","under $25,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","","","","Cool headed","Odd hours","","","","","No","Yes","P.M.","","End","Yes","No","Me","","Yes","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","under $25,000","Male","Current Undergraduate","Single (no kids)","",1,1,1,1
3580,1987,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","","","No","","","No","","","Yes","No","","","No","","Science","Try first","","","Yes","No","Giving","No","","","","Yes","Cool headed","Odd hours","Yes","Happy","","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","Yes","Yes","TMI","Yes","Yes","Tunes","Technology","No","","Yes","No","No","Supportive","Yes","PC","Yes","Cautious","No","","No","","","","Yes","","","","","No","Yes","No","Yes","No","Yes","No","No","No","","","","Rent","Optimist","Dad","No","Yes","","","","","No","No","","Yes","","Only-child","Yes","","","$50,000 - $74,999","Male","Bachelor's Degree","Married (no kids)","No",1,1,1,1
3583,1991,"Female","$25,001 - $50,000","Married (w/kids)","","No","No","No","No","No","Yes","Public","Yes","Yes","No","No","Yes","No","","Art","","No","No","Yes","No","Giving","No","Yes","","","","","","No","","","No","Yes","Yes","P.M.","No","End","No","Yes","Me","","","No","","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","No","No","Yes","Yes","Grrr people","No","Yes","Yes","Yes","No","No","No","No","Yes","","","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","","","Yes","No","Yes","No","No","","$25,001 - $50,000","Female","Current Undergraduate","Married (w/kids)","No",1,1,1,0
3586,1949,"Male","$25,001 - $50,000","Single (no kids)","Associate's Degree","No","No","No","No","Yes","Yes","Public","Yes","Yes","No","No","No","No","Yes","Art","Try first","No","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","Yes","No","Cool headed","Standard hours","No","","","Yes","Yes","No","P.M.","No","Start","No","No","Me","No","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","Yes","Yes!","No","Space","No","","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Own","Pessimist","Mom","Yes","Yes","No","Yes","Nope","Yes","Yes","No","No","Yes","No","Yes","No","No","No","$25,001 - $50,000","Male","Associate's Degree","Single (no kids)","No",1,1,1,1
3588,1993,"Female","under $25,000","Single (no kids)","Current Undergraduate","Yes","Yes","Yes","No","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","No","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","No","Yes","Me","No","Yes","No","No","Yes","TMI","Yes","No","Tunes","People","No","Yes","Yes","No","No","Demanding","No","PC","No","Cautious","No","Umm...","Yes","Space","No","In-person","No","No","Yes","No","Grrr people","Yes","No","Yes","Yes","","","No","Yes","","","","No","Rent","Optimist","Mom","No","Yes","Yes","No","Nope","Yes","Yes","No","Yes","No","No","Only-child","No","No","Yes","under $25,000","Female","Current Undergraduate","Single (no kids)","No",1,1,1,1
3590,1942,"Male","under $25,000","Single (no kids)","Master's Degree","No","No","No","No","Yes","Yes","Public","Yes","No","No","","","","","","","","","","","","","","","","","","","","","","","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","No","Yes","Yes","Mysterious","No","Yes","Talk","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","No","No","","No","No","Yes","","","","","","","","","","","","","","","","Yes","No","Yes","Yes","under $25,000","Male","Master's Degree","Single (no kids)","Yes",1,1,1,1
3598,1987,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","","","","No","No","No","Private","Yes","","","","","","","","","","","","","Giving","","","","","","","","","","","","","","","Yes","","","","Circumstances","","Yes","","Yes","","","","","","","","","","","Yes","Supportive","No","PC","","","","","","","","","","","","Yes","Grrr people","","","","","","","No","No","","Yes","","No","","Pessimist","","","Yes","","","","","","No","","Yes","No","Only-child","","","","$50,000 - $74,999","Female","Bachelor's Degree","Single (no kids)","",1,1,1,1
3607,1979,"Male","$75,000 - $100,000","Single (no kids)","","","","","","","","","","","","","","","","","","","","No","","","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","","","","","","","","","","","","","","Yes","Yes","","No","Mysterious","","Yes","Talk","Technology","","","","","Yes","","No","","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","","","","","","","","","","","","","","No","Yes","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","Yes","","","","","","","","","$75,000 - $100,000","Male","Current K-12","Single (no kids)","",1,1,1,0
3613,1986,"Female","$25,001 - $50,000","Married (w/kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","Yes","No","Giving","No","No","","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","","No","","Yes","Yes","","Yes","","","No","","","No","No","Tunes","Technology","","Yes","No","Yes","","Demanding","Yes","","","Cautious","No","","","","","","","No","Yes","No","Grrr people","Yes","Yes","No","No","Yes","No","No","Yes","No","","","No","Rent","Optimist","Dad","","Yes","Yes","Yes","Check!","Yes","No","No","Yes","","","Yes","No","No","No","$25,001 - $50,000","Female","Current Undergraduate","Married (w/kids)","No",1,1,1,1
